,track_name,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
spotify:track:3HfyszATp9F0EhHkHbEFYE,Sulfur Surrounding,spotify:artist:6qtECqesbU29iftyeWmldK,Code Orange,pennsylvania hardcore,51,134445,0.35,0.978,1,-1.999,0,0.158,0.000238,0.00142,0.408,0.303,133.787,4,angry
spotify:track:6nnMXkoywtRWO52hXEHtBi,The Driver,spotify:artist:3p0zQ9c8C4Lo4AFSB8dGyp,Heart Attack Kids,canadian punk,11,1140,0.408,0.998,9,-3.049,0,0.0988,1.55e-05,0.36,0.0888,0.259,160.021,4,angry
spotify:track:3ar2QgJBKzLfn0wQPOPDwG,Old Data in a Dead Machine,spotify:artist:5NU7mpGqMvlZpq63RajHOH,Vein,mathcore,40,35120,0.283,0.985,4,-3.543,0,0.147,6.96e-06,0.0136,0.868,0.315,99.592,3,angry
spotify:track:4V0H8J3nTvRZ2ZCyTORRwT,A Serpent's Touch (feat. Emma Boster),spotify:artist:4qrHkx5cgWIslciLXUMrYw,Knocked Loose,kentucky metal,53,156305,0.345,0.969,5,-2.898,1,0.148,6.13e-05,1.19e-05,0.34,0.288,138.672,4,angry
spotify:track:2MEsI0FQNG8L4s13vkPwK4,A Colossal Wreck,spotify:artist:0o7WWONtleH6PWLn5GIoCM,Every Time I Die,buffalo ny metal,56,168430,0.212,0.996,1,-2.732,1,0.177,0.000318,0.0,0.622,0.0615,96.303,4,angry
spotify:track:3HoEfnuWyZeVOS8ASZcQT9,Fluoxetine: Burden Me,spotify:artist:2fSBKEBl1cOMQe79cKraMs,Great Grief,icelandic rock,9,1049,0.382,0.997,10,-3.434,1,0.245,0.000193,0.00505,0.726,0.037,159.98,5,angry
spotify:track:647yroozVkyrz72Yua8pNw,FREAKING OUT,spotify:artist:3jPUAhZngU2sEwsDm7Um6B,DREGG,australian post-hardcore,26,3869,0.471,0.928,5,-5.071,0,0.0704,3.31e-05,0.021,0.329,0.544,87.431,4,angry
spotify:track:0RHZhjzFMyV9MVaPxyPEFX,Born into Abuse,spotify:artist:5IiKgUPjaZTVph1o9KqKV5,Amygdala,texas punk,13,2163,0.45,0.992,2,-4.06,1,0.0712,6.18e-06,0.00418,0.269,0.453,145.044,4,angry
spotify:track:5aZ9xMZCM0FyzUgCYsae0P,Fire for Water,spotify:artist:3seAlZdPsUKKveZltRG7wi,Greg Puciato,electronic rock,41,13283,0.285,0.939,8,-4.053,1,0.138,3.59e-06,0.325,0.0616,0.13,126.779,3,angry
spotify:track:77uZLUItQj8tPxtHrrtDLu,Vagrant,spotify:artist:4b3YHpER4myVsne2QK3kXe,Inclination,kentucky punk,30,11581,0.138,0.93,1,-7.539,1,0.0741,8.43e-05,0.259,0.398,0.11,170.039,4,angry
spotify:track:6kyJWPfSBoEFwpDxubqHg0,Wings of Nightmares,spotify:artist:5LyRnL0rysObxDRxzSfV1z,Counterparts,alternative emo,51,126453,0.47,0.99,0,-2.851,1,0.0971,0.000394,0.0,0.0822,0.255,102.542,4,angry
spotify:track:7MNhq9xOq9lWA6kG2b2gwS,Death Is the Only Truth,spotify:artist:1sjMVrxG63oc4g6TFMdV5B,The Good Depression,na,9,479,0.377,0.932,1,-4.242,1,0.118,9.02e-06,0.0181,0.0546,0.453,165.003,4,angry
spotify:track:2wYEaiAruNYAHnto6C4XZ2,Unforgiven,spotify:artist:7tjMOkm52H3Qiz3ty2tbNw,Rotting Out,chaotic hardcore,38,32531,0.454,0.976,11,-4.493,1,0.117,0.00026,0.000681,0.764,0.317,90.024,4,angry
spotify:track:62xtfRRf2dHkcmY9v0IogE,...And Still I Wander South,spotify:artist:4qrHkx5cgWIslciLXUMrYw,Knocked Loose,kentucky metal,53,156305,0.217,0.926,9,-5.94,0,0.14,0.0111,4.09e-05,0.115,0.0318,71.988,4,angry
spotify:track:1mTakYiUFuJjdL1lR5kRCA,Radial Lacerations,spotify:artist:2xrB9HuIJ8XYHFpgNPg1wy,Sanction,metallic hardcore,30,12991,0.233,0.923,1,-3.917,1,0.102,6.06e-05,0.0381,0.249,0.0592,171.123,4,angry
spotify:track:32KZbUupwBowCGQs8GMqS4,Plague,spotify:artist:2eyDfIuDOxu9pWEiLYfxLf,Silence Equals Death,new jersey hardcore,9,302,0.419,0.952,2,-5.013,1,0.141,0.000348,0.00129,0.317,0.346,90.014,4,angry
spotify:track:4UyOELn3HPO2gc2pNxX13L,Moon Sign Gemini,spotify:artist:6D3k7skHIg72j2v9J4zT9b,State Faults,chaotic hardcore,29,8601,0.319,0.947,11,-4.247,0,0.0658,2.5e-06,0.267,0.358,0.599,89.992,4,angry
spotify:track:1SZQIQ8UGT1uvKBweFeVf6,Pariah,spotify:artist:4MnX5gyPiIWEjQzvX54I8p,END,chaotic hardcore,40,29433,0.182,0.911,0,-3.404,1,0.0556,6.87e-06,0.00269,0.299,0.323,138.149,4,angry
spotify:track:0thVfLXQ8F4aOh8hX0Zn5s,Punish,spotify:artist:5ZPr0RHsR3DrAhtsYMsfHR,Jesus Piece,black punk,37,41704,0.24,0.965,7,-5.183,1,0.182,1.75e-05,0.758,0.603,0.191,157.979,4,angry
spotify:track:0YXefsXWHNzV1rdLkpC4lq,Drag You Under,spotify:artist:5WCrzTQZ6S6EgebqI57Ilg,Cro-Mags,crossover thrash,42,66796,0.512,0.987,8,-5.756,0,0.0781,0.000159,0.782,0.214,0.374,107.95,5,angry
spotify:track:5JNavEFXwVQph8EHN2KcFc,Lions And Lambs,spotify:artist:6e0QWfEFmK6AguLy02mlqi,Have Heart,alternative emo,39,56120,0.277,0.963,6,-3.933,0,0.0808,0.0025,2.72e-05,0.335,0.503,88.172,4,angry
spotify:track:6vO5IjeKXzJGbtt496rgWg,The Long Goodbye,spotify:artist:5dyVrj6dAU5A1ciVGsrU8S,Downpresser,hardcore,26,12045,0.259,0.951,2,-3.221,1,0.0927,0.000543,0.0015,0.162,0.257,144.493,4,angry
spotify:track:0AqExB6MKXW1HjPOaMBTmV,Exhausting People,spotify:artist:1H0jbitIBEtd1dayvgl2bT,Dead Tired,canadian hardcore,17,2822,0.211,0.986,7,-3.988,1,0.106,0.00297,8.02e-06,0.248,0.0978,101.146,4,angry
spotify:track:372sLDtIv4hzlmjknfEI0U,No Love From Above,spotify:artist:0qv0TWMDQa7k4EE96OWEvS,Death of a Nation,na,21,2654,0.264,0.767,11,-7.176,0,0.145,0.000458,1.35e-06,0.115,0.0742,74.724,4,angry
spotify:track:3VzslsQ1JjmVGVxr61XagM,NEO,spotify:artist:0AlnGjlLLXglk9hnwErYDU,Ocean Grove,australian metalcore,47,35649,0.269,0.962,11,-3.534,1,0.0804,1.14e-06,0.121,0.388,0.12,172.865,4,angry
spotify:track:4y3cQcv7FpBiD4DPKEjjQO,Mean Brain,spotify:artist:6R5GQvYQr67s9YIjIJ5nnv,Sharptooth,na,29,11874,0.547,0.97,5,-4.621,0,0.173,0.00581,2.21e-06,0.0945,0.0889,101.358,4,angry
spotify:track:1azvYDoh5ppY6ynmhSzr0a,Economy Of Death,spotify:artist:5sdxGvwxI1TkTA6Pu2jnTb,Refused,hardcore punk,59,155391,0.508,0.988,6,-4.537,0,0.064,7.76e-05,0.0103,0.201,0.262,142.031,4,angry
spotify:track:0EO2b7EkAQXHxpFZazf5f6,Collages & Collagen,spotify:artist:45PHqnv401IRwLynDIALcg,Pressure Cracks,na,25,7910,0.298,0.987,3,-4.07,1,0.169,3.82e-05,0.13,0.252,0.16,142.012,4,angry
spotify:track:75XGfMcwbixiWAgAeYLwpm,Permanent Blue,spotify:artist:7kHzfxMLtVHHb523s43rY1,Converge,boston hardcore,48,144696,0.177,0.951,11,-5.593,0,0.101,1.34e-06,0.941,0.447,0.308,185.477,4,angry
spotify:track:1gUSMqiieyLPsZ5fnCQbvQ,Blinded,spotify:artist:50hzRb3zqMgJXpExn5LdD6,Born Free,australian hardcore,10,1280,0.203,0.927,4,-6.428,1,0.198,3.62e-05,0.133,0.0971,0.35,82.481,4,angry
spotify:track:6qywcDZ1yqo9y7KNrDVKG8,Inside Out,spotify:artist:10YNQq86z4shHwDSymTyWc,Cancer Bats,canadian hardcore,43,65504,0.257,0.997,8,-3.094,1,0.15,1.59e-05,0.0894,0.601,0.141,204.013,4,angry
spotify:track:4doV0OJVHFobnklgxfqQ9n,Captivated,spotify:artist:61FJIdjxf5xm2SExhEBRzm,Life Awaits,melodic hardcore,23,4514,0.467,0.948,7,-3.509,0,0.0481,8.53e-05,0.445,0.366,0.163,109.995,4,angry
spotify:track:2iJe7nGtyhDZl9sdqrHRL7,Get on Me,spotify:artist:1H0jbitIBEtd1dayvgl2bT,Dead Tired,canadian hardcore,17,2822,0.182,0.992,2,-4.327,1,0.123,0.000928,8.62e-05,0.0945,0.207,188.481,4,angry
spotify:track:4afHlNeskIZRS9N80nPSg8,Temple,spotify:artist:18DaTNmWI7nYhXkXQZEZev,Mortality Rate,metallic hardcore,28,8003,0.149,0.998,11,-2.044,1,0.323,4.65e-05,0.0,0.665,0.0387,170.263,4,angry
spotify:track:2RP24zJmCZX6kiOU1sNFcV,Part of Me,spotify:artist:0CF190R1yLLiNHiMgWwcno,Desert Dogs,na,5,134,0.264,0.98,6,-3.191,0,0.138,0.000205,0.00263,0.439,0.405,98.396,4,angry
spotify:track:1G6czdqgskwJ4cBgx9CDAJ,Forever,spotify:artist:6qtECqesbU29iftyeWmldK,Code Orange,pennsylvania hardcore,51,134445,0.306,0.883,7,-4.205,1,0.0855,1.21e-05,0.774,0.185,0.43,81.188,4,angry
spotify:track:4eJPcHnGe5UTj5qFQU8P95,Drop Your Daggers,spotify:artist:7cl9j0U54gBxbcGO7zXXs2,American Arson,christian rock,23,2977,0.558,0.987,4,-5.692,1,0.0984,9.11e-05,0.0,0.362,0.159,132.47,4,angry
spotify:track:0EuIuyFbEzBge6fetxj9Hh,Paralysis,spotify:artist:2xrB9HuIJ8XYHFpgNPg1wy,Sanction,metallic hardcore,30,12991,0.309,0.95,1,-3.435,1,0.0936,5.67e-05,0.0093,0.184,0.163,135.596,4,angry
spotify:track:0QhYR4x3PQOvcxmLqdDLih,Imperfection,spotify:artist:3wJfeLf1n0851CtJy8GNpA,Desertion,na,7,335,0.33,0.985,2,-1.428,1,0.151,5.8e-05,0.000312,0.2,0.245,99.35,4,angry
spotify:track:054IVWRhKUIo5q5rMoo3xr,PTSD,spotify:artist:5WCrzTQZ6S6EgebqI57Ilg,Cro-Mags,crossover thrash,42,66796,0.106,0.992,8,-7.084,1,0.109,2.24e-06,0.775,0.0664,0.173,169.935,4,angry
spotify:track:5Z7xS2nswfBaO0u5itfwad,Trust No One,spotify:artist:10YNQq86z4shHwDSymTyWc,Cancer Bats,canadian hardcore,43,65504,0.401,0.975,11,-3.527,0,0.0866,8.57e-06,0.473,0.128,0.201,133.072,4,angry
spotify:track:5e0Y65WpZFIevesDJbgioU,Lifeless,spotify:artist:0AgwYfDMaZM0sYrWNN7sbL,CREATURE,ukhc,7,489,0.409,0.892,8,-4.686,1,0.0415,9.26e-06,0.113,0.122,0.25,87.954,4,angry
spotify:track:15vYmN6zHjCkA0nMrPFhnE,Fearless,spotify:artist:6CfRUJrNjN17MgF4sfKE0Z,Trail of Lies,metallic hardcore,23,8419,0.419,0.983,1,-5.096,1,0.0799,3.45e-05,0.171,0.128,0.523,149.901,4,angry
spotify:track:7v2ivZfzGtPWVMj0quCDhw,Revival Fires,spotify:artist:24OGO7fr96L0azkG3pZZa2,Modern Life Is War,chaotic hardcore,33,30209,0.445,0.822,1,-5.782,1,0.0443,0.000101,0.712,0.0506,0.217,169.62,4,angry
spotify:track:4qiDeiTKTPkdoC6oS97ok8,Lasting Efforts,spotify:artist:0ZybyGr9LC2jMxnYJx7JF4,Crafter,western mass indie,13,1756,0.366,0.997,5,-3.017,1,0.121,0.000131,0.0,0.103,0.0419,185.013,4,angry
spotify:track:2uLD1E8eNOvyHBdtH89Bkb,Monument,spotify:artist:5LyRnL0rysObxDRxzSfV1z,Counterparts,alternative emo,51,126453,0.428,0.998,2,-0.87,1,0.274,0.00871,0.0,0.344,0.131,194.822,3,angry
spotify:track:0IpYSYWgor1K8Nj5yLrgLx,Hidden Hand,spotify:artist:1FZrC2cdLMmwMgIdy5EPEa,The Lungs,na,13,506,0.369,0.978,5,-4.823,0,0.203,4.08e-06,0.0988,0.182,0.46,180.907,4,angry
spotify:track:6zENkByFsq0ZPYrAu5xXJO,I'M DONE,spotify:artist:3jPUAhZngU2sEwsDm7Um6B,DREGG,australian post-hardcore,26,3869,0.368,0.99,1,-2.779,1,0.212,0.000321,0.0,0.393,0.154,156.867,4,angry
spotify:track:3kRCORw9uFR7aW3icacOFV,Traverse,spotify:artist:1EAWutb0TKdAoTtjZ1N3JR,Typecaste,metallic hardcore,20,3036,0.374,0.921,1,-2.353,1,0.0647,1.24e-05,0.0448,0.329,0.309,108.933,4,angry
spotify:track:2SaLSOsqBGSLV7ywIAeW21,The Final Test,spotify:artist:5WCrzTQZ6S6EgebqI57Ilg,Cro-Mags,crossover thrash,42,66796,0.214,0.98,11,-6.686,1,0.117,3.23e-06,0.743,0.206,0.121,163.418,4,angry
spotify:track:7v0hELgbFRa1UWicX9qjBl,Mothers' Sons,spotify:artist:1L3hqVCHSL1Ajy3m0z1bAT,Defeater,alternative emo,42,93395,0.378,0.99,3,-3.631,1,0.156,2.1e-05,0.0275,0.334,0.07,166.747,4,angry
spotify:track:2eCdpRpnYLp4fj0iMNra3p,Justified Sacrifice,spotify:artist:2G9tluWM4e8PiGpSoojWjo,No Liars,kelowna bc indie,3,402,0.538,0.967,6,-4.677,0,0.145,0.000181,0.000222,0.123,0.572,101.601,4,angry
spotify:track:5yRNjZZQvpzQhtexicaZjb,Instability,spotify:artist:3D1uNqaasEWzallSxKo1cH,Dragged Under,metalcore,49,20666,0.404,0.986,1,-2.839,1,0.107,1.29e-05,9.24e-06,0.136,0.294,180.021,4,angry
spotify:track:05AQAmDWbkPX939z4Xyiji,In The City,spotify:artist:0TfABr1qhx6v684iWSBdob,No Warning,canadian hardcore,32,16410,0.422,0.997,3,-1.99,1,0.152,4.25e-05,0.000136,0.197,0.0871,130.095,4,angry
spotify:track:4KomSufeAvWBD27E3izXEz,Hyde Howitzer,spotify:artist:2guJKLlSaMPI8CJFJ4aRcP,The Kodiak,canadian post-hardcore,21,1395,0.506,0.948,7,-9.024,1,0.0578,0.000156,0.0,0.143,0.336,119.038,4,angry
spotify:track:0nwqaC6zkfzcpACWInxiRG,I'm Glad You're Gone,spotify:artist:0Tm5nFdsHOR6LFBDK7l5x9,Boundaries,canadian hardcore,19,2262,0.247,0.988,1,-3.142,1,0.0738,8.86e-06,0.000149,0.343,0.445,167.74,4,angry
spotify:track:45iR8oRsJ19moTTX5PmEFq,Army of One,spotify:artist:7FAAkDlPg6pg0860CIDzmu,DRAIN,metallic hardcore,37,12486,0.361,0.963,4,-3.335,1,0.0977,0.000107,0.0206,0.0652,0.46,104.893,4,angry
spotify:track:2AtUHCnljKAfSGNmPVNaKa,Temple,spotify:artist:1llYaLn43cLcbWg9M4t0Y3,Judiciary,metallic hardcore,32,15824,0.272,0.975,8,-4.418,0,0.086,0.000207,0.00319,0.0969,0.395,145.471,4,angry
spotify:track:3uAJV2UW27DVHzjx3Kd02H,Funeral Teeth,spotify:artist:6D3k7skHIg72j2v9J4zT9b,State Faults,chaotic hardcore,29,8601,0.167,0.947,2,-3.902,1,0.0603,2.86e-05,0.933,0.326,0.565,185.326,4,angry
spotify:track:7fH523jfZlfpmHRCvdH3bA,Don't Give In,spotify:artist:5WCrzTQZ6S6EgebqI57Ilg,Cro-Mags,crossover thrash,42,66796,0.124,0.976,11,-5.597,1,0.117,5.93e-06,0.835,0.269,0.136,172.984,1,angry
spotify:track:29gFUkZNWBnVOV5BjoAf2j,Stale Smoke,spotify:artist:1L3hqVCHSL1Ajy3m0z1bAT,Defeater,alternative emo,42,93395,0.481,0.978,2,-3.68,1,0.0763,1.21e-05,0.482,0.317,0.185,131.961,4,angry
spotify:track:4U7BlqzrjyNSVj3ucF470r,Expect the Worst,spotify:artist:4jCskb7XjucQB5tG8x2mQq,These Streets,metallic hardcore,19,2774,0.37,0.97,6,-4.3,1,0.103,5.46e-05,0.172,0.25,0.459,149.953,1,angry
spotify:track:4oiKnOwKO7gPiJ6M5G8JOY,Separate Wounds,spotify:artist:5LyRnL0rysObxDRxzSfV1z,Counterparts,alternative emo,51,126453,0.472,0.956,8,-4.505,1,0.365,0.0313,0.0,0.166,0.0842,149.941,4,angry
spotify:track:2iu2dYo9l9nz5rCRpiFF5X,December,spotify:artist:4K0XZDwm1TkQkAPgPmIbW1,We Struck Gold,melodic hardcore,27,2072,0.497,0.916,8,-6.432,0,0.113,0.00101,0.00421,0.315,0.165,102.518,4,angry
spotify:track:1ggFKjGRZvWCfnFjLHgeQc,Power (feat. Frank Carter),spotify:artist:62elZbH5Iop8UPcChp7OrU,Can't Swim,alternative emo,48,44946,0.524,0.959,9,-4.712,0,0.146,0.000501,0.0,0.408,0.351,130.084,4,angry
spotify:track:6Jr0mM2JIVONKAyxYaLiqC,Old Wounds,spotify:artist:0Tm5nFdsHOR6LFBDK7l5x9,Boundaries,canadian hardcore,19,2262,0.368,0.976,7,-2.814,1,0.0981,6.08e-05,3.02e-05,0.29,0.334,130.084,4,angry
spotify:track:3LZvJB0bvdLI3JBLMxyjI8,Sick Statistic,spotify:artist:6z6uImpvyrxii5OyX1ic8Q,Year of the Knife,metallic hardcore,35,19316,0.236,0.996,4,-2.789,1,0.208,0.000567,2.09e-05,0.291,0.113,157.478,4,angry
spotify:track:2S5ChE1uo66pZXLsBuhJ4o,The Tide,spotify:artist:5heEwugc3JGxjIIivDEAg3,Obey The Brave,canadian metal,35,45464,0.392,0.993,3,-3.332,0,0.194,3.14e-05,2.83e-06,0.277,0.244,170.055,4,angry
spotify:track:3x8dXVhkdHZQ1LbcoHxDkS,Self-Destruct,spotify:artist:5BIOo2mCAokFcLHXO2Llb4,Kublai Khan TX,metallic hardcore,48,59626,0.464,0.869,8,-5.046,1,0.0973,3.48e-05,0.0233,0.308,0.584,82.887,4,angry
spotify:track:6hjyC3h7a4Z9nCK5FGK1A1,Whatever It Takes,spotify:artist:0ZybyGr9LC2jMxnYJx7JF4,Crafter,western mass indie,13,1756,0.269,0.991,0,-3.158,1,0.138,0.0002,0.0,0.383,0.0588,120.066,4,angry
spotify:track:6wIcWbnFUWoyhYXKzZZLHl,All We Have Is Now (feat. Alex Erian),spotify:artist:3fA5EcbKHHdkbXE9VEHAsY,Sudden Waves,canadian hardcore,18,901,0.569,0.991,7,-2.582,1,0.136,0.000238,2e-05,0.0372,0.239,100.009,4,angry
spotify:track:6OpJmZltXIDFtdAroRWr0g,Revolt,spotify:artist:3LwnLoAjOLhXnEyyQqCDuk,Fear No Empire,na,32,1933,0.488,0.99,6,-2.874,1,0.219,0.00494,0.0,0.127,0.169,160.089,4,angry
spotify:track:2ona4vTfiM1Ei4RMmYIhMm,BITE DOWN,spotify:artist:3Zj2B8yAi8gHoR8vpsPatZ,Gideon,alabama metal,46,69776,0.667,0.839,8,-6.002,1,0.0812,0.00119,0.0866,0.173,0.554,85.016,4,angry
spotify:track:0cYhDSEGwA0pUtuXf6hGDk,Party’s Over,spotify:artist:58d50jBQXhOetEGuSBgu64,Employed To Serve,chaotic hardcore,31,20050,0.439,0.924,6,-5.62,0,0.111,0.00187,0.0305,0.414,0.779,144.895,4,angry
spotify:track:6D9PoK7FU2JNjusO6o5VvK,Climate Change,spotify:artist:18DaTNmWI7nYhXkXQZEZev,Mortality Rate,metallic hardcore,28,8003,0.282,0.996,1,-2.376,0,0.237,2.32e-05,0.0,0.399,0.0677,90.485,4,angry
spotify:track:4A64JdONZNE0ShoiHrJx1N,Peeling Wax (feat. Matt Honeycutt),spotify:artist:0D9zhma3Ysy2QqysEkVWRW,Left Behind,metallic hardcore,38,21998,0.407,0.984,11,-3.124,1,0.0935,7.43e-05,0.00625,0.13,0.298,131.392,4,angry
spotify:track:1ZXpTgdX88v2cGPa5h5LDg,Most Dangerous Game,spotify:artist:2jKVfdJBclXOpymp2JljJL,Kharma,chicago hardcore,27,3339,0.329,0.945,7,-4.592,1,0.103,9.21e-06,0.000275,0.0858,0.606,141.686,4,angry
spotify:track:1d1GaxNoLEwbKozIsD9uWC,Modern Decay,spotify:artist:3p0zQ9c8C4Lo4AFSB8dGyp,Heart Attack Kids,canadian punk,11,1140,0.486,0.99,6,-2.964,1,0.1,0.000471,0.00209,0.261,0.157,98.011,4,angry
spotify:track:39SRiLAvSnc5mMYG1J9Gxl,Numb (Transfuse),spotify:artist:0Iv7bsODzqbmMkC6pylYYN,Chamber,mathcore,32,7873,0.261,0.985,7,-3.644,1,0.24,0.000223,0.658,0.481,0.0859,154.685,4,angry
spotify:track:7bJqnD3FA13soXXjH9PCxn,Time's Up,spotify:artist:4GHi4xklo0FT0l2CNuLFh2,3TEETH,electro-industrial,50,53360,0.456,0.99,10,-3.764,0,0.23,0.000152,0.2,0.187,0.0762,160.072,4,angry
spotify:track:1qYpujZlS3iENyxRGCYHK5,Back for More,spotify:artist:6qY9baP1Cl27y50aLGBo6U,Wake The Dead,na,6,326,0.281,0.968,3,-4.157,1,0.127,0.000626,0.0,0.349,0.376,129.788,3,angry
spotify:track:2sHHvTU5glZUfQrqAajuO3,Weathered Skin,spotify:artist:5QKhSSn4mTyMV0gMBmJK1o,Ghost Chant,na,11,996,0.293,0.951,9,-4.614,0,0.0935,0.000881,0.000146,0.093,0.408,115.009,4,angry
spotify:track:327WXOY26JOPcjRVMSZsY1,No Love/No One,spotify:artist:3Zj2B8yAi8gHoR8vpsPatZ,Gideon,alabama metal,46,69776,0.356,0.951,1,-3.909,1,0.229,0.000836,0.0,0.237,0.264,137.395,4,angry
spotify:track:54vVvt4JkYsGdMhVQyE3HJ,Propaganda Leaks,spotify:artist:0UxmP5p9gy58XM8un6j1yU,Under the Influence,technical thrash,3,263,0.466,0.991,2,-1.763,1,0.0551,1.99e-05,0.00692,0.335,0.717,92.538,4,angry
spotify:track:5mpUKTdskZea0gStWzeHUZ,Unsainted,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal,79,6618654,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,4,angry
spotify:track:2Vc6NJ9PW9gD9q343XFRKx,Mercury: Retrograde,spotify:artist:3uL4UpqShC4p2x1dJutoRW,Ghostemane,dark trap,76,1618143,0.831,0.814,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,4,angry
spotify:track:3X7OMdtZsPX98f4Lpyx4J5,Darkness Is My Light,spotify:artist:3LURa20zIKdXG4MHqz70zp,Empire Fall,na,32,159,0.596,0.952,4,-2.071,0,0.0786,0.32,1.27e-06,0.0884,0.481,128.971,4,angry
spotify:track:0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,alternative metal,74,3955019,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,angry
spotify:track:7floNISpH8VF4z4459Qo18,Look At Me!,spotify:artist:15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,emo rap,92,23999047,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,angry
spotify:track:0wDBXRd8clqLTNqyO1HM1w,Deathmatch,spotify:artist:5owshUGXR3vxuTQqfo28Q8,Sinizter,dark trap,41,5677,0.472,0.887,5,-3.466,1,0.534,0.0016,0.0,0.523,0.73,169.801,4,angry
spotify:track:2KYc5g1JEBm6houcdHwzUJ,"Fuck Love, You Don't Even Know the Meaning",spotify:artist:50ovA8etevGlKwJtfztxQ3,SVSPECTS,na,14,147,0.627,0.726,1,-9.967,1,0.293,0.0283,0.0,0.209,0.257,104.367,4,angry
spotify:track:45fcdoHq4FnV8f9AkYXoqh,Russian AK,spotify:artist:5owshUGXR3vxuTQqfo28Q8,Sinizter,dark trap,41,5677,0.812,0.881,1,-1.529,1,0.0865,0.131,0.0,0.138,0.285,81.032,4,angry
spotify:track:2k5rAP2ZZ1RgbiLjRSwyXF,Faust,spotify:artist:0JWLbCi2VfPexyzxvW5dTV,Entitled,na,26,68,0.672,0.876,7,-8.754,1,0.275,0.00031,0.271,0.234,0.3,130.051,4,angry
spotify:track:4GssB27iJeqmfGxS94Tfij,Popular Monster,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,metalcore,73,1566180,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,4,angry
spotify:track:4N8oqRGLioPknJddONjdms,BOMB THREAT,spotify:artist:2mivWRyLMbsS3WyP3yaiZC,Edris Ali,na,24,334,0.717,0.838,9,-6.788,1,0.368,0.144,0.0,0.0924,0.846,89.882,4,angry
spotify:track:7fQox8Ere1HDm0jhSnsFHu,Obey (with YUNGBLUD),spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,melodic metalcore,81,3386099,0.462,0.99,1,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,4,angry
spotify:track:3n8HMzIP35s6n4xljv6BRU,Sin Vida,spotify:artist:4sbA2oDmhmvvoFaTLKdQfr,Roy Oro,na,27,120,0.503,0.926,1,-5.368,1,0.411,0.0433,0.0,0.104,0.282,160.148,4,angry
spotify:track:13C30yeJ2CDx0JRXKEygiS,Off Course of Course,spotify:artist:3lysSitSNeXa4JJ3YoHq7L,Hall of the Elders,atlanta metal,7,600,0.319,0.984,0,-4.891,1,0.231,0.00324,0.00152,0.547,0.108,132.405,4,angry
spotify:track:2g6uwKdzrj6anXMvc95vSg,White Knuckles,spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,alternative metal,78,4519868,0.477,0.982,11,-3.884,1,0.213,1.94e-05,2.13e-06,0.248,0.0889,145.047,4,angry
spotify:track:46rn5HbO465bFLscVrLR40,EVIL VILLIAN,spotify:artist:2mivWRyLMbsS3WyP3yaiZC,Edris Ali,na,24,334,0.724,0.75,8,-7.081,1,0.388,0.106,0.0,0.106,0.588,90.994,4,angry
spotify:track:0O9KR3rgGJEv0nDoBvvPOu,Lovers Suicide,spotify:artist:63i0SbQ7DHwZPqQK7omeol,Loko Wit Tha Mask,na,34,2347,0.471,0.685,9,-7.232,1,0.0697,0.213,0.0,0.245,0.0571,134.867,4,angry
spotify:track:1nIw3ohgilArczHubneGxD,Black Lungs,spotify:artist:3ZztVuWxHzNpl0THurTFCv,Architects,mathcore,67,516000,0.462,0.932,1,-3.933,1,0.0952,0.000139,7.02e-05,0.226,0.46,90.496,4,angry
spotify:track:7wTT1PVBhS93wGNvwVDvqV,Counting Sheep,spotify:artist:5pA7EfsM1Eer3bqAySwaKq,Downwxlf,na,17,205,0.767,0.535,1,-11.357,1,0.514,0.00742,0.00767,0.126,0.331,124.016,4,angry
spotify:track:2EutgFqvfTjzgfNamxFVN4,Thebuildingisonfire,spotify:artist:3lysSitSNeXa4JJ3YoHq7L,Hall of the Elders,atlanta metal,7,600,0.291,0.955,2,-5.212,0,0.372,0.00275,0.0196,0.39,0.205,144.689,1,angry
spotify:track:2zLHzu2CzFwIlPwEbiNdSK,Gone by Morning,spotify:artist:63i0SbQ7DHwZPqQK7omeol,Loko Wit Tha Mask,na,34,2347,0.408,0.633,11,-9.256,1,0.181,0.347,0.0,0.285,0.46,127.605,1,angry
