,track_name,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
spotify:track:3X4lSC77QHYIbXDdPKpheV,We're all gonna die!,spotify:artist:1MyP7J78v4nC22bssM7DWM,sokusen,na,13,74,0.491,0.905,1,-4.099,1,0.168,0.0566,4.92e-05,0.313,0.188,159.872,4,angry
spotify:track:5DBVSVgU8u8K8PmYB8UtLG,memory of a face,spotify:artist:6CIpKFcphIKdbj4rBL5yFw,carrson,na,0,8,0.489,0.582,11,-13.121,0,0.0391,8.25e-06,0.876,0.343,0.288,190.031,3,angry
spotify:track:7KIrA3qfy0P4MMuSUzhpRL,Jamaican Choppa,spotify:artist:63i0SbQ7DHwZPqQK7omeol,Loko Wit Tha Mask,na,34,2347,0.731,0.463,11,-12.73,1,0.455,0.0128,0.0,0.111,0.267,118.077,4,angry
spotify:track:2UREu1Y8CO4jXkbvqAtP7g,Monster,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,alternative metal,76,3481993,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,angry
spotify:track:2cNjv9E0iaKC7rePsalV08,B4B,spotify:artist:1CQ2flATyWAF0WSU5zgNpT,EL GUAPO,na,24,135,0.938,0.432,1,-8.1,1,0.23,0.000122,0.0,0.103,0.463,125.978,4,angry
spotify:track:5S1zGdWFFAVcjc9yOYrr5J,SPMO!,spotify:artist:03LEDukdM723NRLz4UXeNv,nascar aloe,dark trap,58,89221,0.678,0.652,11,-7.92,1,0.449,0.122,0.0,0.0632,0.843,139.978,4,angry
spotify:track:0mJR2OhqIqfAYNZxw2ea9g,IGOTENOUGHFRIENDS (OPERATION: TR0LLKILLA),spotify:artist:2yfHAp9GaZovqbUQeCllUb,EGOBREAKER,na,0,6,0.789,0.844,8,-9.933,1,0.499,0.146,0.0,0.285,0.449,114.992,4,angry
spotify:track:0SnvI0twJ1Mnh0rJlBRrf0,Voices,spotify:artist:6MwPCCR936cYfM1dLsGVnl,Motionless In White,alternative metal,68,776915,0.499,0.937,6,-2.492,1,0.0605,4.54e-05,6.11e-06,0.477,0.569,90.029,4,angry
spotify:track:7wPHEEGn0rWMZEDrDcOaDa,Carrollton,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,$uicideBoy$,dark trap,84,2845876,0.844,0.52,5,-10.626,0,0.533,0.00221,0.00122,0.7,0.289,149.995,4,angry
spotify:track:2NRa4W3rH4e5GKQMN5Qwyr,Hated,spotify:artist:6vwjIs0tbIiseJMR3pqwiL,Beartooth,modern rock,63,481515,0.458,0.99,8,-3.717,1,0.183,0.000285,0.000893,0.454,0.46,166.904,4,angry
spotify:track:5guQjkjzpIMpX81VAZTHNy,Hydrochloride,spotify:artist:3uL4UpqShC4p2x1dJutoRW,Ghostemane,dark trap,76,1618143,0.582,0.692,7,-5.542,0,0.0564,0.000144,0.873,0.334,0.282,95.015,4,angry
spotify:track:6wqJeItl3Vc3az4ZicSQAB,Before I Forget,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal,79,6618654,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,4,angry
spotify:track:7EHAXZenBzmGCpccWCyg8z,SUMO | ZUMO,spotify:artist:6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,dark trap,75,1471006,0.822,0.861,11,-8.846,1,0.0832,0.25,7e-05,0.164,0.548,123.964,4,angry
spotify:track:4Lxn1JlGJwmmXpODrNvPA6,I Will Be Heard,spotify:artist:17Mb968quDHpjCkIyq30QV,Hatebreed,alternative metal,59,404519,0.585,0.907,1,-4.787,1,0.102,7.21e-05,0.0,0.0682,0.573,92.634,4,angry
spotify:track:4xDwCYhobDehSBGUmd5H6Y,FEEL NOTHING,spotify:artist:1cJ5tVoeAEFcZBAwSZ0CtF,The Plot In You,melodic metalcore,53,144229,0.448,0.825,4,-5.307,0,0.0621,0.00353,0.0,0.108,0.226,144.17,4,angry
spotify:track:1Q2fYlSdwuutWj3QplhY9q,Riot,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,Three Days Grace,alternative metal,76,4166028,0.185,0.948,8,-3.892,1,0.147,0.0104,0.0,0.105,0.316,196.578,3,angry
spotify:track:78EDmwVdZzp6vTl3hVWzpW,6 Feet,spotify:artist:6rYogEVj60BCIsLukpAnwr,Scarlxrd,dark trap,65,944822,0.646,0.963,8,-0.092,1,0.288,0.00498,0.0,0.309,0.539,149.987,4,angry
spotify:track:0XT70Wk9pP8JZkmJhfntuL,Two Weeks,spotify:artist:2zgG1GPDvjaBgxeQaVXI14,All That Remains,alternative metal,62,924605,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,4,angry
spotify:track:2aD6kXHmh7iK38dndR06lO,Cyberpsycho,spotify:artist:65hc8Aljkxre1Hjdea8mTC,Ande,na,8,39,0.791,0.439,5,-11.085,1,0.148,0.624,0.0602,0.0977,0.23,125.032,4,angry
spotify:track:6qwEeAl6Cl32odNr2GIMjm,EXORCIST,spotify:artist:2VDZoCBGjxbHJbnzSX5nP6,Kxllswxtch,dark trap,44,6019,0.779,0.911,1,-6.341,0,0.458,0.011,0.0,0.047,0.269,160.004,4,angry
spotify:track:51rdCmgHBzg9HJ7eHjVRK9,ONE OF US,spotify:artist:1B0155rdv175D1tQ8VH7Oy,FEVER 333,la indie,57,174758,0.645,0.85,7,-4.184,1,0.193,0.00119,0.0,0.241,0.45,90.999,4,angry
spotify:track:1wsxJffKASVKpmmNGXIF6L,The Bad Touch,spotify:artist:4KmUqzBGTHWlO46RpvMBUq,Fear Of Domination,finnish death metal,39,12436,0.517,0.958,3,-3.958,1,0.0432,3.35e-05,0.0977,0.0836,0.458,135.001,4,angry
spotify:track:30YSuWtStjDz61kESlJalL,Penelope,spotify:artist:2iLx2UVrTEV4Vq3T9tY675,Wavehi,sad rap,40,4079,0.87,0.74,3,-3.174,1,0.181,0.233,0.0,0.089,0.83,147.035,4,angry
spotify:track:21WIpZXepY9HA7NDwYiNaM,Clouds Over California,spotify:artist:79el7mcHYhXYW3Zek21i0L,DevilDriver,alternative metal,54,356067,0.459,0.966,2,-3.985,1,0.0758,9.11e-05,0.017,0.217,0.376,175.069,4,angry
spotify:track:2vjmyyAnDUzilFYxOlTdO1,GUMMO,spotify:artist:7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,emo rap,80,6142014,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,4,angry
spotify:track:0ypzBXXAN8v0GO0XBsONhj,Redesign Rebuild Reclaim,spotify:artist:4g6EnIPhmYBTZ7vsmxDkxH,Downstait,wrestling,42,14779,0.549,0.885,5,-9.0,1,0.0513,0.000119,0.00107,0.239,0.472,94.998,4,angry
spotify:track:0ZQP53JjEi16mmMtFv4afu,Coming Down,spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,alternative metal,78,4519868,0.31,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.372,4,angry
spotify:track:6nMNpGl4VvMhtYigbbOmBu,Leave It All Behind,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,Sleeping With Sirens,modern rock,67,1777775,0.555,0.925,2,-4.008,0,0.121,0.00402,0.000345,0.122,0.308,97.495,4,angry
spotify:track:0GoyU0X4nwqUigVwBPSDen,Chainsaw Gutsfuck,spotify:artist:0dR10i73opHXuRuLbgxltM,Mayhem,black metal,49,240432,0.249,0.828,3,-10.821,0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5,angry
spotify:track:2yY4ojg6wfEFBGVZoJuXqK,Bombshell,spotify:artist:5imUS9dQyCbAjUEJJ9QyWC,Powerman 5000,alternative metal,56,417484,0.533,0.977,8,-1.547,0,0.113,0.00162,0.0,0.241,0.541,147.814,4,angry
spotify:track:7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,emo,79,5510792,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,4,angry
spotify:track:2ZiJidFdQ30nVJEP4u44l3,Blank Space,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,I Prevail,modern rock,72,755754,0.437,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.144,0.233,194.073,4,angry
spotify:track:0YZEYxd1oiqZRFhnnmTKKi,Another Life,spotify:artist:6MwPCCR936cYfM1dLsGVnl,Motionless In White,alternative metal,68,776915,0.39,0.939,4,-3.828,0,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,4,angry
spotify:track:6fd3mZrsVbe7N6whWrlZYv,Hungry,spotify:artist:70eNABm9r2VXOGYW4r209H,Rob Bailey & The Hustle Standard,military rap,60,140751,0.512,0.79,9,-6.166,1,0.0585,0.00929,0.0,0.362,0.398,146.162,4,angry
spotify:track:44NRdYQw7P0GWuiunRv3hr,I Stand Alone,spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,alternative metal,71,2055749,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,4,angry
spotify:track:0faXHILILebCGnJBPU6KJJ,The Diary of Jane - Single Version,spotify:artist:5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,alternative metal,74,3279618,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,4,angry
spotify:track:3gILDObZFV7LD5pmjSr9zo,Kingdom,spotify:artist:4g6EnIPhmYBTZ7vsmxDkxH,Downstait,wrestling,42,14779,0.459,0.955,1,-2.723,1,0.137,0.000484,0.00494,0.33,0.337,160.077,4,angry
spotify:track:07ceEXOyS7ghQkyCOycXwP,This Fire,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,alternative metal,67,1325599,0.447,0.993,7,-3.022,1,0.111,1.56e-05,0.027,0.474,0.108,140.018,4,angry
spotify:track:0jqblvsI9LBY4irmLVqqEO,Welcome to the Family,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,alternative metal,76,4381713,0.567,0.946,2,-3.973,0,0.0935,0.00267,0.0,0.0567,0.699,94.985,4,angry
spotify:track:3SeZzF0iKVwsqfpZcQeA4r,Hold Strong,spotify:artist:70eNABm9r2VXOGYW4r209H,Rob Bailey & The Hustle Standard,military rap,60,140751,0.631,0.729,8,-7.615,1,0.0558,0.0739,0.0,0.486,0.515,135.965,4,angry
spotify:track:5BkCDt5w0WOGgBgDC7T39i,Drugs,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,metalcore,73,1566180,0.503,0.904,2,-3.895,0,0.048,0.000482,0.0,0.132,0.384,165.099,4,angry
spotify:track:7fcfNW0XxTWlwVlftzfDOR,Walk,spotify:artist:14pVkFUHDL207LzLHtSA18,Pantera,alternative metal,70,2990125,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,4,angry
spotify:track:3sHH7lklbfpcraDDvYnjo7,Bat Country,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,alternative metal,76,4381713,0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,4,angry
spotify:track:0jakaHRU7ubOzJTseh6tJu,Stick Out,spotify:artist:4nXOZlYoAD67hF9aUEncMY,Pouya,dark trap,74,708224,0.77,0.853,10,-3.849,0,0.221,0.0042,0.000961,0.0936,0.615,164.037,4,angry
spotify:track:1yc53HK08sDab7PDFgnLWk,Laid to Rest,spotify:artist:3JFsVIxOn7STeilPICkkB2,Lamb of God,alternative metal,66,1308904,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,3,angry
spotify:track:4OSbctVD37ycS0H3rwRm72,Prayer Of The Refugee,spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against,chicago hardcore,73,2257943,0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,4,angry
spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ,Heart Attack,spotify:artist:6rYogEVj60BCIsLukpAnwr,Scarlxrd,dark trap,65,944822,0.585,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,4,angry
spotify:track:3bdqdxoWXP3z0KuDt0o4Cn,SECOND & SEBRING,spotify:artist:4tususHNaR68xdgLstlGBA,Of Mice & Men,melodic metalcore,62,994984,0.273,0.973,1,-3.324,0,0.0807,0.000892,0.0,0.388,0.179,133.428,4,angry
spotify:track:7G83ZwD2msTtFaBQExc8QB,Institutionalized,spotify:artist:3WPKDlucMsXH6FC1XaclZC,Suicidal Tendencies,alternative metal,55,443921,0.358,0.804,0,-8.534,1,0.302,0.0404,0.0,0.111,0.625,91.842,3,angry
spotify:track:7eyshS7nRaFtN8oMjHZSnp,Take This Life,spotify:artist:57ylwQTnFnIhJh4nu4rxCs,In Flames,alternative metal,67,838661,0.452,0.993,10,-4.74,0,0.172,2.88e-06,0.53,0.152,0.121,119.926,4,angry
spotify:track:2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal,79,6618654,0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,4,angry
spotify:track:5anCkDvJ17aznvK5TED5uo,Hail to the King,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,alternative metal,76,4381713,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4,angry
spotify:track:6KitEot8XS4u38FrxccbV0,Hypa Hypa,spotify:artist:1WNoKxsp715jez1Td4vthc,Eskimo Callboy,comic metal,62,194646,0.501,0.971,4,-4.043,1,0.0537,0.00899,0.0,0.0639,0.591,75.997,4,angry
spotify:track:0T6wsLOq4GmZL4HtOseM4k,SHINNERS13,spotify:artist:1kMVs324xI4K0tQrKqA4c4,City Morgue,dark trap,65,203710,0.542,0.908,1,-2.857,1,0.0575,0.0966,0.0,0.134,0.509,78.048,4,angry
spotify:track:2MvIMgtWyK88OiPi0J8Dg3,Psychosocial,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal,79,6618654,0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,4,angry
spotify:track:2gQYziDV5cSTRSqr6akzi5,Take A Step Back,spotify:artist:2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,miami hip hop,80,3794788,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,4,angry
spotify:track:26095IcivgfeCsNSDswY71,Nothing For Me Here,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Dope,alternative metal,59,526862,0.368,0.93,1,-4.892,1,0.141,5.03e-05,2.18e-05,0.0858,0.414,173.071,4,angry
spotify:track:6p2liQLGoDaLXgND68bfVt,Coming Undone,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,Korn,alternative metal,75,4278298,0.687,0.677,2,-4.172,1,0.0508,0.000658,0.000146,0.0564,0.546,75.052,4,angry
spotify:track:5omWAB5iNMHvbAfBSzkdu8,You're Going Down,spotify:artist:7qAcXJgt1PWnxwUgxMdyuk,Sick Puppies,alternative metal,60,661509,0.488,0.842,6,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.003,4,angry
spotify:track:7EwbhjxYf6osrwwPOVOSOT,SiCK IN THE HEAD,spotify:artist:3EIX8WuD9ybB4ruz0MSilB,Lil Gnar,atl hip hop,60,283429,0.766,0.878,2,-5.19,1,0.504,0.0115,0.0,0.428,0.361,75.007,4,angry
spotify:track:3K4HG9evC7dg3N0R9cYqk4,One Step Closer,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,alternative metal,86,17589618,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,angry
spotify:track:5T0YyRxyxtLDxLYJhLjqWM,33rd Blakk Glass,spotify:artist:1kMVs324xI4K0tQrKqA4c4,City Morgue,dark trap,65,203710,0.373,0.862,1,-1.98,1,0.0612,0.162,0.0,0.48,0.32,113.252,5,angry
spotify:track:56fiFTRrSiHHH3gBeaTg2P,Nero Forte,spotify:artist:05fG473iIaoy82BF1aGhL8,Slipknot,alternative metal,79,6618654,0.336,0.978,7,-2.358,1,0.0846,0.000437,0.000525,0.138,0.496,129.842,4,angry
spotify:track:5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,System Of A Down,alternative metal,80,6792897,0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,4,angry
spotify:track:5UShsJdqJLZkl5JNj1ITlP,DRUGS,spotify:artist:3FCYSWNVmpjTCiwzJwbMAC,lil aaron,emo rap,60,88326,0.475,0.776,0,-4.745,1,0.039,0.000715,0.0,0.597,0.561,165.088,4,angry
spotify:track:6RJdYpFQwLyNfDc5FbjkgV,Stricken,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,alternative metal,77,4433885,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,4,angry
spotify:track:78EefdTCNuKoiWCpZObKAQ,AK-47,spotify:artist:5KB6Q3gAQiVtQCwDeFCyv3,Scythe Gang 666,na,30,1516,0.555,0.905,2,-8.287,1,0.184,0.0023,4.01e-05,0.616,0.328,145.965,4,angry
spotify:track:6zKF4293k44ItKWJJgrhXv,My Curse,spotify:artist:37394IP6uhnjIpsawpMu4l,Killswitch Engage,alternative metal,67,1325599,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3,angry
spotify:track:40rvBMQizxkIqnjPdEWY1v,Down with the Sickness,spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,alternative metal,77,4433885,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,4,angry
spotify:track:2K95eiqPGv33qFP3iFftvD,Throttle!,spotify:artist:2mivWRyLMbsS3WyP3yaiZC,Edris Ali,na,24,334,0.863,0.864,4,-6.777,0,0.289,0.0329,0.0,0.149,0.873,100.017,4,angry
spotify:track:1UVffD20CfHJ2wD0x0as8L,Monsters,spotify:artist:5cCgzhFyRJVydeO23BqgLG,Matchbook Romance,emo,46,102821,0.362,0.945,10,-2.651,0,0.0575,0.00131,2.51e-05,0.154,0.487,114.797,4,angry
spotify:track:4CbKVDZkYKdv69I4bCaKUq,Hero,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,alternative metal,76,3481993,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,4,angry
spotify:track:59WN2psjkt1tyaxjspN8fp,Killing In The Name,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,alternative metal,74,3955019,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,angry
spotify:track:1yYr4D1KjhhyDD5bZIiFQy,In Waves,spotify:artist:278ZYwGhdK6QTzE3MFePnP,Trivium,alternative metal,67,1112971,0.477,0.94,9,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,4,angry
spotify:track:3WRTADbL0criwvX6IQFex2,Six,spotify:artist:2zgG1GPDvjaBgxeQaVXI14,All That Remains,alternative metal,62,924605,0.241,0.961,2,-3.476,0,0.0852,0.000103,0.00657,0.0994,0.195,97.015,4,angry
spotify:track:2QQDH8gt4nyxFu2XX6bhG8,Judas,spotify:artist:59CIPNdUfewexxn1CJEdp5,Fozzy,alternative metal,53,129957,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,4,angry
spotify:track:1eCcqCDoZX5Xs4VGTbbk3n,One Of A Kind,spotify:artist:5Mmel3Q37hvWQoPBKI5E0Q,Breaking Point,grunge pop,35,5709,0.524,0.931,6,-5.563,1,0.123,5.85e-06,0.00261,0.156,0.351,140.075,4,angry
spotify:track:6kNpgJ9jqXcTH5Z5DxxqXi,Fuck The Beat Up,spotify:artist:7LjoOGD9rMWkR8clGUu2Id,Fahjah,na,37,2195,0.799,0.978,8,-3.298,0,0.302,0.0516,0.00234,0.319,0.551,159.965,4,angry
spotify:track:1Q3tV9YnDJTY6SbCfZKXZz,Alone - Sullivan King Remix,spotify:artist:72iCiKwu6nu6Qq9emIwzYv,Kayzo,brostep,60,143753,0.401,0.963,6,-0.263,0,0.0826,0.00237,1.74e-05,0.105,0.174,149.961,4,angry
spotify:track:5QNEtckbp2AR7gVnknuZoK,Dumb Sh!t (with Jasiah),spotify:artist:5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,canadian electronic,54,42414,0.719,0.903,1,-5.07,1,0.378,0.318,0.0786,0.962,0.544,123.064,4,angry
spotify:track:5M9nkBwHeJQQyHqie4MhX3,Birthing a God's Eye,spotify:artist:0sznCLTOCia8kZFbKpXyz1,Daphne Lundqvist,na,11,192,0.411,0.883,7,-4.263,1,0.0413,4.47e-06,0.815,0.318,0.308,93.014,4,angry
spotify:track:47XjyQWeFiwo8zGjRDsJKD,Invincible,spotify:artist:2mxNzGDRK6oFFJN8CqBUNr,Skellism,na,36,3558,0.394,0.972,8,-1.109,0,0.484,0.0599,2.88e-05,0.117,0.139,149.869,4,angry
spotify:track:0Zp0l6SKUOX3LV3MceJzNX,Texcore Chainsaw Massacre,spotify:artist:76raIy8boaM9sf9gMGXGJ5,Lil Texas,electronic trap,44,15658,0.461,0.998,0,1.233,1,0.0925,4.32e-05,0.622,0.325,0.0289,119.997,4,angry
spotify:track:70NEQeOCAz5jl6CS8SQ6Vg,Anarchy,spotify:artist:7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,brostep,56,114798,0.474,0.932,0,-2.376,1,0.0547,0.00197,9.11e-05,0.0826,0.4,174.903,4,angry
spotify:track:4RexgxVL3yC2Ohx8vdEPqJ,Patient Zero,spotify:artist:4f0OXMMSxr0r8Ztx6CdpAl,Sub Zero Project,euphoric hardstyle,61,88355,0.428,0.832,7,-4.869,1,0.0563,0.000346,0.147,0.649,0.194,149.849,3,angry
spotify:track:6fbAXYLWfLj8jMIpuNdKos,Beauty & The Grim,spotify:artist:2tKDLqWxsyXDmWoA4tHspF,Dr. Ozi,canadian electronic,37,30332,0.617,0.992,2,-2.327,1,0.294,0.000907,0.101,0.267,0.526,149.898,4,angry
spotify:track:7Djhup0pJRq54FX1LMx17L,How I Like It,spotify:artist:4mrBetqy378Jf1y6NLszlx,VINAI,big room,67,391587,0.603,0.988,0,-2.28,1,0.0885,0.00176,4.29e-05,0.221,0.182,160.12,4,angry
spotify:track:7dDVtGrCNaamyZEm8MNH2Y,SOULTAKER,spotify:artist:2d7Oro82tVznMBYXDoGiHy,ARTIX!,dubstep,28,2705,0.472,0.997,2,0.223,1,0.859,0.00709,0.000238,0.506,0.0768,144.842,4,angry
spotify:track:4dB7bla8wMutu4Yq8stA7y,Frisk,spotify:artist:7yRimuQSC5Ks3T2Ts0iyZa,Patrick Topping,disco house,53,127982,0.606,0.954,1,-7.779,1,0.0356,5.06e-05,0.929,0.109,0.136,128.021,4,angry
spotify:track:4Y9uW1lWsW5ydRQK6Ifckw,Tell Me,spotify:artist:6LiWlIUtgDUn83O8i2K2b2,Rawtek,deep big room,31,9201,0.64,0.956,11,-2.414,0,0.0575,0.000746,0.0862,0.119,0.158,150.016,4,angry
spotify:track:25SKfrMP4XWx8yOBWr0oka,Sync Mode,spotify:artist:4FoQJyBgyhdDCb1wdEgNZh,Hekler,deathstep,38,23019,0.506,0.993,7,1.313,1,0.197,0.0472,0.767,0.398,0.0772,139.923,4,angry
spotify:track:4Mdjy28DrA7IjXrIkShP1b,Immersion,spotify:artist:6dN5UfxApESUbFEY0skrCv,aRIEL,na,10,15,0.767,0.925,6,-12.033,0,0.0846,3.79e-06,0.955,0.086,0.142,140.014,4,angry
spotify:track:4YfFv067Z69dL6uiFgMSWb,The End,spotify:artist:5DygptUY6coQHpmgFfISzQ,A.M.C,bass house,42,15811,0.552,0.995,0,0.647,1,0.178,0.000286,0.216,0.783,0.41,172.025,4,angry
spotify:track:7aWlR0ez1HZ9475vT3Ahl3,Chop Shop,spotify:artist:76raIy8boaM9sf9gMGXGJ5,Lil Texas,electronic trap,44,15658,0.544,0.997,1,1.329,1,0.349,0.129,0.0671,0.664,0.191,199.949,4,angry
spotify:track:6G8Sy34KiXqt7Fzza4E1RZ,Fire Hazard,spotify:artist:0xMCuSqF7uPefaatWnEx7F,Ruthless,na,40,7764,0.594,0.953,6,-3.113,1,0.159,0.0128,0.0,0.215,0.548,149.951,4,angry
spotify:track:5TTX8tnS8kxYPPCSAFPsCg,Blood,spotify:artist:5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,canadian electronic,54,42414,0.562,0.652,0,-4.803,1,0.0662,0.00732,0.338,0.174,0.107,75.02,4,angry
spotify:track:6jPmJtau3Oh7WnJm0iH13z,Supernoize,spotify:artist:47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,bass trap,68,938784,0.593,0.964,7,-4.595,1,0.0826,0.000291,0.911,0.0703,0.704,160.011,4,angry
spotify:track:1ABPVPTaDj6ns11yDHeRm3,Issa,spotify:artist:1KAvgimTLG9YZew4b9B4bG,Victor Niglio,electronic trap,33,8056,0.828,0.922,0,-2.215,1,0.151,0.0308,0.467,0.276,0.695,144.993,4,angry
spotify:track:1bbcBx4CBF8QgAHbZybBJJ,Basspump Energy,spotify:artist:6UUxzays99eg1cXeOrPVCr,Piecemaker,na,14,51,0.436,0.966,6,-3.729,1,0.0499,3.41e-06,0.893,0.689,0.249,95.021,4,angry
spotify:track:0eoB5kBMPlmVyVEBzwoC74,O M G,spotify:artist:6xYGLouunUz3QAYt2aJF2E,Gino,na,23,761,0.731,0.913,11,-1.015,1,0.0856,0.0197,0.169,0.112,0.325,174.98,4,angry
spotify:track:5wI6JyGsOAhMVKcnADnBuk,R U Ready,spotify:artist:3tS6ulfeDf1F3hqxFYud5d,Carbin,dubstep,40,17229,0.459,0.984,9,-1.544,1,0.0981,4.54e-05,0.635,0.246,0.314,150.06,4,angry
spotify:track:2LnbLxeZRs31zl7u8qp1Sr,Make Some Noise,spotify:artist:0DIzzJ1buMRNtrsAad0K40,Neutronix,na,11,111,0.728,0.998,10,-2.849,1,0.225,0.0649,1.28e-06,0.181,0.0638,109.964,4,angry
spotify:track:606LnHssjBNoQIrxa9KTYK,Shake,spotify:artist:67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,brostep,64,471039,0.501,0.913,8,-3.68,1,0.0657,1.78e-05,0.324,0.18,0.366,75.026,4,angry
spotify:track:0yV4WcGbVWBX6QEVVtc4RB,KAMIKAZE (VIP),spotify:artist:1kiZfWU37oS0pCOV7Os1Pj,GRAVEDGR,electronic trap,50,30204,0.335,0.979,8,-0.932,1,0.0648,0.00195,0.165,0.511,0.181,95.11,4,angry
spotify:track:3vONyc0iqRBom23VxYlbiK,Wildchild,spotify:artist:0QJKELJZZuLAjqLOOixJm5,The Bloody Beetroots,alternative dance,54,210869,0.699,0.969,11,-1.703,0,0.12,0.000161,0.475,0.0861,0.609,130.015,4,angry
spotify:track:3BMvwwL1zQnVnS913LBHAj,Hit 'm,spotify:artist:0BtiMLqwAvO3yHcPh5BWCS,Primeshock,euphoric hardstyle,37,4890,0.436,0.986,1,-3.042,1,0.0453,0.000573,0.0494,0.214,0.48,149.983,4,angry
