,track_uri,track_name,mood,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
spotify:track:18ssFhD04lWo1RzpcohnrG,spotify:track:18ssFhD04lWo1RzpcohnrG,Anyone,sad,spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,dance pop,84,18579838,0.557,0.387,11,-6.338,1,0.0374,0.876,0.0,0.111,0.317,129.98,4
spotify:track:2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,Break My Heart Again,sad,spotify:artist:37M5pPGs6V1fchFJSgCguX,FINNEAS,electropop,75,955256,0.402,0.151,4,-14.227,0,0.0395,0.907,0.0,0.0941,0.483,144.293,4
spotify:track:7AFASza1mXqntmGtbxXprO,spotify:track:7AFASza1mXqntmGtbxXprO,changes,sad,spotify:artist:15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,emo rap,91,23702653,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4
spotify:track:6ig2Qwsl83Jt2dc8YFDlY2,spotify:track:6ig2Qwsl83Jt2dc8YFDlY2,No One's Gonna Ever Love U,sad,spotify:artist:1thbOfXak53dM1Xabq3pmb,Delacey,modern alternative pop,52,28972,0.566,0.219,7,-8.089,1,0.0332,0.372,1.16e-06,0.0921,0.155,139.929,4
spotify:track:1tT55K6VEyO6XFDxK4lDQe,spotify:track:1tT55K6VEyO6XFDxK4lDQe,In My Head,sad,spotify:artist:4K9aclpXgCPNFGEqRlFPal,Peter Manos,indie cafe pop,57,60696,0.499,0.181,9,-15.359,0,0.0429,0.745,0.00123,0.106,0.0747,111.956,4
spotify:track:1HfMVBKM75vxSfsQ5VefZ5,spotify:track:1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,sad,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,dance pop,86,23895145,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993,4
spotify:track:4x6WqZyGxsdqbWmJhaoPwE,spotify:track:4x6WqZyGxsdqbWmJhaoPwE,Miss You,sad,spotify:artist:3SdiTECGpryAOC4TKsA2ij,GUS,na,41,4402,0.57,0.638,7,-8.852,1,0.303,0.571,0.0,0.0906,0.489,74.716,4
spotify:track:1SoR3NCP3P9dtdoTnpPNi1,spotify:track:1SoR3NCP3P9dtdoTnpPNi1,Broken,sad,spotify:artist:2jHp7gQArCQrlMvdrIVFCg,Anson Seabra,indie cafe pop,72,486408,0.551,0.0754,6,-14.203,1,0.059,0.957,0.0,0.154,0.239,98.348,4
spotify:track:0UyljEbX9dqI1K0sqdv6B6,spotify:track:0UyljEbX9dqI1K0sqdv6B6,SLOW DANCING IN THE DARK,sad,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,Joji,alternative r&b,86,3805799,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
spotify:track:7iSEz0IIVF5H4KLXIm99Vk,spotify:track:7iSEz0IIVF5H4KLXIm99Vk,Angel,sad,spotify:artist:37M5pPGs6V1fchFJSgCguX,FINNEAS,electropop,75,955256,0.535,0.245,5,-12.53,1,0.0363,0.743,0.00338,0.298,0.238,130.133,4
spotify:track:5hFGGQukKw4vKgxRg3KeBC,spotify:track:5hFGGQukKw4vKgxRg3KeBC,Words Ain't Enough,sad,spotify:artist:5DD5GZd4ElmQTy9NleMvKJ,Tessa Violet,indie pop,63,445394,0.789,0.212,3,-11.85,1,0.0488,0.853,3.92e-05,0.107,0.25,110.527,3
spotify:track:6iewIywVK4V0SQfSCZonCR,spotify:track:6iewIywVK4V0SQfSCZonCR,"Resentment (feat. Sturgill Simpson, Brian Wilson & Wrabel)",sad,spotify:artist:6LqNN22kT3074XbTVUrhzX,Kesha,dance pop,78,5995265,0.567,0.357,11,-8.201,1,0.032,0.754,1.22e-06,0.13,0.372,84.112,4
spotify:track:39jXnbACjiaiTwwhsr5sY5,spotify:track:39jXnbACjiaiTwwhsr5sY5,Too Much To Ask,sad,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,dance pop,81,6394040,0.443,0.533,0,-6.548,1,0.0396,0.371,0.0,0.128,0.201,77.344,4
spotify:track:0cM5MPgaVH4aHrxA85s7Gm,spotify:track:0cM5MPgaVH4aHrxA85s7Gm,forgive,sad,spotify:artist:3iri9nBFs9e4wN7PLIetAw,gnash,electropop,72,1543854,0.663,0.387,2,-10.385,1,0.0629,0.482,1.7e-06,0.137,0.286,78.033,4
spotify:track:78cIbVjU1xn7mbQ9i35avl,spotify:track:78cIbVjU1xn7mbQ9i35avl,i think you're really cool,sad,spotify:artist:6zqcGQ6MH6yetBUoquMnL7,guardin,dark trap,65,135011,0.503,0.446,5,-6.279,1,0.0547,0.904,0.0,0.303,0.476,174.062,4
spotify:track:48yUhAZGJb5WGSclZK1RAF,spotify:track:48yUhAZGJb5WGSclZK1RAF,Same Room,sad,spotify:artist:66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,canadian contemporary r&b,77,184243,0.455,0.386,7,-10.883,1,0.0675,0.623,0.0,0.102,0.418,134.093,4
spotify:track:4fbvXwMTXPWaFyaMWUm9CR,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,Holocene,sad,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,eau claire indie,81,2835321,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,4
spotify:track:2qxmye6gAegTMjLKEBoR3d,spotify:track:2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,sad,spotify:artist:5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,electropop,79,2238150,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4
spotify:track:4a5zacCsHLtMC2mcxkqWwn,spotify:track:4a5zacCsHLtMC2mcxkqWwn,Sad Forever,sad,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,Lauv,electropop,85,3735413,0.527,0.538,5,-7.434,1,0.104,0.468,0.0,0.0825,0.389,117.319,4
spotify:track:1zgqnWSVmdM9HiN2u5zInf,spotify:track:1zgqnWSVmdM9HiN2u5zInf,Don't Check On Me (feat. Justin Bieber & Ink),sad,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Chris Brown,dance pop,89,12756661,0.661,0.395,7,-5.242,1,0.0333,0.873,0.0,0.112,0.679,82.026,4
spotify:track:72pv4E0eBIcE9z8V4tPHui,spotify:track:72pv4E0eBIcE9z8V4tPHui,Moonlight,sad,spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,canadian hip hop,78,1478755,0.804,0.479,11,-6.661,1,0.0321,0.494,0.0,0.0994,0.462,120.0,4
spotify:track:18UsAG7SfOQ5sxJEdjAMH0,spotify:track:18UsAG7SfOQ5sxJEdjAMH0,Be My Mistake,sad,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,modern alternative rock,79,4575556,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3
spotify:track:6Kkt27YmFyIFrcX3QXFi2o,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,Liability,sad,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,art pop,79,6829520,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,4
spotify:track:3jbm6LQn2wgRPBAEFqU8Hu,spotify:track:3jbm6LQn2wgRPBAEFqU8Hu,Here on My Own,sad,spotify:artist:5iTOaSGMZgJ1U8k6NjmzTx,Swardy,na,41,6948,0.793,0.51,1,-8.88,1,0.039,0.131,0.861,0.0681,0.433,120.003,4
spotify:track:3Up1MsHqcxUVgB2iuqFRq2,spotify:track:3Up1MsHqcxUVgB2iuqFRq2,Shut The World Out,sad,spotify:artist:1ikID9RZZMvkuBGDWrqajq,Kasbo,edm,61,115826,0.496,0.679,8,-6.893,1,0.0345,0.0308,0.00327,0.316,0.224,105.059,4
spotify:track:4RYeyNZ7ZlMJqVhoJTvMgp,spotify:track:4RYeyNZ7ZlMJqVhoJTvMgp,dominique,sad,spotify:artist:4rdJkXHNrMgowlwUdQAg8T,Ela Minus,colombian indie,51,22442,0.703,0.819,11,-6.579,1,0.0553,0.0203,0.782,0.0712,0.468,100.997,4
spotify:track:5Rnv9hVUuyc5Q7jiFRHRwm,spotify:track:5Rnv9hVUuyc5Q7jiFRHRwm,Emotion,sad,spotify:artist:3r0RZ55RKisnnF0jVcYrVR,Hazey Eyes,indie electropop,46,10903,0.736,0.446,11,-9.437,1,0.0571,0.886,0.0137,0.075,0.231,106.046,4
spotify:track:2BMtVVQPrhMR3bIoiFhwpQ,spotify:track:2BMtVVQPrhMR3bIoiFhwpQ,Jessie (I Miss You),sad,spotify:artist:4oLeXFyACqeem2VImYeBFe,Fred again..,na,55,9948,0.638,0.541,6,-9.043,0,0.313,0.522,0.00104,0.128,0.223,103.031,4
spotify:track:0tCD4um9Mbqli92icIS3Jo,spotify:track:0tCD4um9Mbqli92icIS3Jo,Terrified,sad,spotify:artist:5QatamYwvUTOmMHW6WA0AG,Terror Jr,dance pop,54,153493,0.897,0.449,7,-9.353,1,0.0921,0.353,4.31e-06,0.122,0.631,115.959,4
spotify:track:5ZvHcR4OSwvEV5IhigbTOT,spotify:track:5ZvHcR4OSwvEV5IhigbTOT,Underwater,sad,spotify:artist:5Pb27ujIyYb33zBqVysBkj,RÜFÜS DU SOL,australian electropop,70,694635,0.611,0.809,6,-6.63,0,0.0342,0.019,0.0185,0.114,0.428,118.003,4
spotify:track:5mEdu358hFKpuN4YbJ2ZQy,spotify:track:5mEdu358hFKpuN4YbJ2ZQy,If I Left The World (feat. MARINA & Model Child),sad,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,dance pop,76,621164,0.251,0.673,3,-5.342,1,0.076,0.0782,0.0,0.0844,0.262,89.973,4
spotify:track:0HNCtRy85eByDaQI2K92Xn,spotify:track:0HNCtRy85eByDaQI2K92Xn,Good Together,sad,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,Shallou,electropop,66,154945,0.522,0.6,8,-6.871,1,0.0447,0.0483,0.0,0.419,0.127,115.153,4
spotify:track:4qn6PMARJ4dOaDzEVEcbWP,spotify:track:4qn6PMARJ4dOaDzEVEcbWP,Tell Me Why (feat. Malika),sad,spotify:artist:2aOoD3zsuYforFcDvUpZoH,KRANE,bass trap,46,40714,0.536,0.591,0,-6.233,1,0.0597,0.718,0.0019,0.113,0.293,100.055,4
spotify:track:4I9q0Esg9W3BuZ5YmikClu,spotify:track:4I9q0Esg9W3BuZ5YmikClu,Not The One,sad,spotify:artist:1nf5yEVCfMbqm1OCYpntBT,Prince Fox,electropop,47,52687,0.656,0.66,5,-6.516,1,0.0312,0.0499,1.2e-06,0.152,0.594,116.043,4
spotify:track:1BLEBmtsO40MUEFsr1TaFD,spotify:track:1BLEBmtsO40MUEFsr1TaFD,Keep Waiting,sad,spotify:artist:4IbUky1dWqlyVlMMTJXPI5,King Henry,la pop,53,10841,0.494,0.368,11,-13.349,0,0.0395,0.503,0.25,0.0947,0.109,113.01,4
spotify:track:5rpx047aanR0h9Rfp1wgBB,spotify:track:5rpx047aanR0h9Rfp1wgBB,Innerbloom,sad,spotify:artist:5Pb27ujIyYb33zBqVysBkj,RÜFÜS DU SOL,australian electropop,70,694635,0.729,0.72,3,-6.69,1,0.0371,0.125,0.353,0.178,0.0388,122.015,4
spotify:track:7pWtm7wDWIoT0TWoqySBy5,spotify:track:7pWtm7wDWIoT0TWoqySBy5,Half Way Home,sad,spotify:artist:3SL3PIAghJvyjrCZkZQXhZ,PINES,vapor soul,46,10568,0.61,0.663,1,-5.704,1,0.0355,0.0572,0.0103,0.116,0.125,120.05,5
spotify:track:74R4tYIQIn0slsnvqSCJRK,spotify:track:74R4tYIQIn0slsnvqSCJRK,Over You (feat. Frida Sundemo),sad,spotify:artist:1ikID9RZZMvkuBGDWrqajq,Kasbo,edm,61,115826,0.541,0.702,0,-6.884,1,0.0362,0.0187,0.0022,0.0788,0.079,115.01,4
spotify:track:2ksNrDFXAMk9Y7xKK63Ouu,spotify:track:2ksNrDFXAMk9Y7xKK63Ouu,Silhouettes,sad,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,Shallou,electropop,66,154945,0.493,0.673,6,-6.404,1,0.0313,0.235,0.000125,0.231,0.269,108.028,4
spotify:track:4TANuW9cpKCGqH499rr9re,spotify:track:4TANuW9cpKCGqH499rr9re,Visions,sad,spotify:artist:27gtK7m9vYwCyJ04zz0kIb,Lane 8,gauze pop,67,221601,0.516,0.888,8,-10.282,1,0.0328,0.182,0.766,0.0983,0.0394,124.989,4
spotify:track:27QYBjA3j95pihdoVyJh1R,spotify:track:27QYBjA3j95pihdoVyJh1R,I Don't Like Anyone,sad,spotify:artist:7LJSAfWhO7jhjnewy6pKyZ,Kyle Watson,bass house,52,50480,0.778,0.653,8,-7.196,1,0.104,0.108,0.11,0.373,0.512,124.014,4
spotify:track:6hftWP9fZ7oloY4xTIuDYA,spotify:track:6hftWP9fZ7oloY4xTIuDYA,I Blame You,sad,spotify:artist:1vkJFCwstOoJO7yQ4lTtLK,Paris Hilton,dance pop,50,430920,0.685,0.644,6,-5.945,1,0.0314,0.00219,0.000855,0.105,0.48,119.992,4
spotify:track:7HerYPWrex5mg6w9FiK0wk,spotify:track:7HerYPWrex5mg6w9FiK0wk,Poison For Lovers,sad,spotify:artist:1rSGNXhhYuWoq9BEz5DZGO,ARTY,big room,63,152747,0.538,0.683,5,-7.863,0,0.0412,0.108,0.29,0.149,0.0578,159.902,4
spotify:track:78LzgdgeE4gJyk5pIrs1v0,spotify:track:78LzgdgeE4gJyk5pIrs1v0,Torn,sad,spotify:artist:21ey6s5hEcTcVKDrF5MWby,KOLIDESCOPES,vapor soul,45,3706,0.649,0.758,7,-5.599,1,0.0325,0.138,0.0189,0.179,0.231,124.025,4
spotify:track:2XLNoz60iPXPnbh4hWWIs7,spotify:track:2XLNoz60iPXPnbh4hWWIs7,Just Friends,sad,spotify:artist:5JQ1XqKJ2Art01rF4tu1Ra,Daniel Allan,na,41,1920,0.721,0.605,8,-6.773,1,0.271,0.237,0.0,0.402,0.5,147.949,4
spotify:track:0k4yUonDEAqoIw3xL2XMVC,spotify:track:0k4yUonDEAqoIw3xL2XMVC,Better Apart (feat. Dresage),sad,spotify:artist:24V5UY0nChKpnb1TBPJhCw,Jai Wolf,edm,62,223974,0.49,0.702,4,-4.564,0,0.026,0.0134,5.36e-05,0.104,0.259,149.974,4
spotify:track:7HYKSR9u50fzaDF3DCI5kO,spotify:track:7HYKSR9u50fzaDF3DCI5kO,All I've Got - Mathame Remix,sad,spotify:artist:5Pb27ujIyYb33zBqVysBkj,RÜFÜS DU SOL,australian electropop,70,694635,0.578,0.653,4,-11.451,0,0.0414,0.0225,0.65,0.0801,0.0372,127.016,4
spotify:track:7HnSY7CAnw7FgiSiwVILiz,spotify:track:7HnSY7CAnw7FgiSiwVILiz,Using (with Emily Warren) - Syn Cole Remix,sad,spotify:artist:3RP50pmG8Wz1mhNCidQj68,RITUAL,vapor soul,52,38065,0.699,0.855,0,-3.267,0,0.036,0.0621,0.000164,0.0853,0.5,107.978,4
spotify:track:7o6njxqSGbrIUIb8WzTe38,spotify:track:7o6njxqSGbrIUIb8WzTe38,Visions,sad,spotify:artist:1VbN1iTiu4spUr0HVK17Rv,Kevin Courtois,na,29,1355,0.737,0.507,6,-8.336,1,0.0383,0.193,4.83e-05,0.117,0.128,98.016,4
spotify:track:6RmwFnIqU3Po2QNbTxmEIT,spotify:track:6RmwFnIqU3Po2QNbTxmEIT,Love Me Like You Used To,sad,spotify:artist:6TQj5BFPooTa08A7pk8AQ1,Kaskade,big room,71,800722,0.624,0.65,6,-6.209,0,0.106,0.156,0.0,0.238,0.0702,103.998,4
spotify:track:5G8T8JFhuGVG9aOPLaIzIx,spotify:track:5G8T8JFhuGVG9aOPLaIzIx,If You Never Loved Me,sad,spotify:artist:0FVj4JuzTyudaXAwfqDQ20,Autograf,deep tropical house,60,90475,0.676,0.606,0,-5.878,1,0.0382,0.0313,0.00038,0.106,0.113,123.94,4
spotify:track:2QEBXYzURjg7nY8FjbBcUt,spotify:track:2QEBXYzURjg7nY8FjbBcUt,All Your Days,sad,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,Shallou,electropop,66,154945,0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,4
spotify:track:581xsEYRp9v1uDLdGSHKw8,spotify:track:581xsEYRp9v1uDLdGSHKw8,Drowning (feat. Robokid),sad,spotify:artist:24V5UY0nChKpnb1TBPJhCw,Jai Wolf,edm,62,223974,0.555,0.814,11,-6.339,1,0.0307,0.137,0.792,0.303,0.0555,95.012,4
spotify:track:0fBkqSsrpoqkLj4kmF6lxa,spotify:track:0fBkqSsrpoqkLj4kmF6lxa,Hurricanes,sad,spotify:artist:4ot0CxUP0zjjCLWgv145xd,Ken Loi,big room,31,2717,0.494,0.683,11,-7.417,1,0.0447,0.0691,4.78e-05,0.202,0.381,165.039,4
spotify:track:4antEhWfaS40HDDzDw0BFf,spotify:track:4antEhWfaS40HDDzDw0BFf,Senseless (feat. Tyler Graves),sad,spotify:artist:6fcTRFpz0yH79qSKfof7lp,Seven Lions,dubstep,66,372051,0.826,0.486,11,-10.963,0,0.0681,0.0152,0.0928,0.122,0.512,126.021,4
spotify:track:1IQgMSRjsLjVw5VZFeWcC0,spotify:track:1IQgMSRjsLjVw5VZFeWcC0,Heart,sad,spotify:artist:0oeUdHJ3cy1oveb8WguJJt,OTR,electropop,56,25421,0.442,0.431,0,-9.007,0,0.0382,0.0102,0.000202,0.118,0.0707,109.128,4
spotify:track:1BpXUxcpOk9Dh0acKAxfpN,spotify:track:1BpXUxcpOk9Dh0acKAxfpN,Leave,sad,spotify:artist:5e1I1C0g7epGwRxDGZ4tt9,Ducky,electra,31,14231,0.453,0.736,9,-8.651,0,0.0538,0.00118,0.11,0.373,0.091,139.966,4
spotify:track:0utSnGPZthEAuKH2kUfTcj,spotify:track:0utSnGPZthEAuKH2kUfTcj,Lie (Le Youth Remix),sad,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,Shallou,electropop,66,154945,0.72,0.736,5,-6.568,1,0.146,0.138,0.00383,0.201,0.591,119.005,4
spotify:track:3jYmQk6u6naf6aCZKXp8L4,spotify:track:3jYmQk6u6naf6aCZKXp8L4,Falls (feat. Sasha Sloan),sad,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,ODESZA,chillwave,72,1245189,0.293,0.696,6,-6.036,1,0.126,0.0396,0.000119,0.135,0.179,160.953,4
spotify:track:13VPw7TPwIGXvQOY7CVeds,spotify:track:13VPw7TPwIGXvQOY7CVeds,Can't Help Myself,sad,spotify:artist:7ymczLNmjz6AVMGApVNWbB,Vincent,edm,54,28724,0.624,0.706,10,-7.435,0,0.0353,0.523,0.000979,0.119,0.412,109.982,4
spotify:track:3I01m93aRazZUj4BRjMntw,spotify:track:3I01m93aRazZUj4BRjMntw,I Know What You Did Last Night,sad,spotify:artist:4hbnUamwrCHpv4wQTwvCIc,Sondr,pop edm,57,6863,0.701,0.846,9,-5.787,0,0.0555,0.035,0.00624,0.0956,0.434,126.028,4
spotify:track:7zGEU6BXl2c4TxpzIAr7BI,spotify:track:7zGEU6BXl2c4TxpzIAr7BI,Never Leave Me (feat. Joe Janiak),sad,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,big room,83,18678962,0.629,0.662,4,-5.581,1,0.0939,0.303,0.0,0.0762,0.45,82.368,4
spotify:track:15SbvdiJ46LESbIjVYg8z7,spotify:track:15SbvdiJ46LESbIjVYg8z7,Would You Understand (feat. Carly Paige),sad,spotify:artist:4YLQaW1UU3mrVetC8gNkg5,3LAU,big room,61,301889,0.701,0.722,6,-6.025,0,0.0486,0.178,0.000494,0.177,0.206,112.021,4
spotify:track:6FOkigXds5eFCnNwv7E6qW,spotify:track:6FOkigXds5eFCnNwv7E6qW,For The First Time,sad,spotify:artist:7tOUuyCplrFWLXCZuhE3C4,tyDi,australian dance,46,35383,0.551,0.668,6,-7.077,0,0.0447,0.12,3.67e-06,0.16,0.196,144.012,4
spotify:track:4pioeMejnqa4T3QAEqwVA3,spotify:track:4pioeMejnqa4T3QAEqwVA3,Sad Songs (& Said The Sky with Annika Wells),sad,spotify:artist:45eNHdiiabvmbp4erw26rg,ILLENIUM,edm,78,993653,0.532,0.571,1,-6.291,1,0.041,0.679,0.0,0.109,0.475,144.912,4
spotify:track:7eNF3i7lHKtRwlvMfbNu9M,spotify:track:7eNF3i7lHKtRwlvMfbNu9M,Stay (feat. Karen Harding),sad,spotify:artist:1Zz6NBe8UIZjm88TvehFtx,Le Youth,edm,57,65159,0.744,0.727,6,-5.163,1,0.0877,0.0499,0.0,0.186,0.596,120.105,4
spotify:track:00EFWaqXnHZ5smJNsHtnGV,spotify:track:00EFWaqXnHZ5smJNsHtnGV,What’s Done Is Done,sad,spotify:artist:6fcTRFpz0yH79qSKfof7lp,Seven Lions,dubstep,66,372051,0.394,0.745,8,-6.149,1,0.0451,0.422,0.000872,0.098,0.193,170.017,4
spotify:track:6C6fuCnY3980ZJS8sSuJWd,spotify:track:6C6fuCnY3980ZJS8sSuJWd,Diving Out Of Love,sad,spotify:artist:10gzBoINW3cLJfZUka8Zoe,Above & Beyond,edm,68,625356,0.478,0.885,1,-7.595,0,0.0319,0.0669,0.566,0.347,0.214,131.963,4
spotify:track:3Ng3o442KePLsUOPwql6W7,spotify:track:3Ng3o442KePLsUOPwql6W7,Can't Erase,sad,spotify:artist:4PVn1b2WnnXdq80C7uaZLZ,Nause,edm,50,196319,0.565,0.674,8,-6.098,0,0.0463,0.0248,8.68e-06,0.105,0.254,127.046,4
spotify:track:3wDhRYT95uMrYId5wkrDbA,spotify:track:3wDhRYT95uMrYId5wkrDbA,Drown (feat. Au/Ra),sad,spotify:artist:0Y0QSi6lz1bPik5Ffjr8sd,Ekali,canadian electronic,57,121107,0.33,0.796,10,-4.987,0,0.0473,0.007,0.0,0.0609,0.237,78.968,4
spotify:track:6LmNEPZWhYAyz9jZHaW3sj,spotify:track:6LmNEPZWhYAyz9jZHaW3sj,Go,sad,spotify:artist:6TaaqqCMRMSpvNHClfnbEL,Maduk,chillstep,55,64796,0.457,0.926,7,-3.259,0,0.0403,0.00556,0.000167,0.243,0.15,174.032,4
spotify:track:2tPzQueGEjxjmBvJrYe02u,spotify:track:2tPzQueGEjxjmBvJrYe02u,Lonely (with Chandler Leighton),sad,spotify:artist:45eNHdiiabvmbp4erw26rg,ILLENIUM,edm,78,993653,0.451,0.402,9,-4.63,1,0.0286,0.597,3.77e-06,0.294,0.129,92.93,4
spotify:track:5KQn3B5Zvt6UtYKUuSAunX,spotify:track:5KQn3B5Zvt6UtYKUuSAunX,Miss Me More,sad,spotify:artist:4YLQaW1UU3mrVetC8gNkg5,3LAU,big room,61,301889,0.652,0.803,6,-5.366,1,0.0433,0.0156,1.95e-05,0.0608,0.52,97.053,4
spotify:track:4RdZfdkgW1OmkajhvcOxA1,spotify:track:4RdZfdkgW1OmkajhvcOxA1,Long Way Home,sad,spotify:artist:521qvhdobR0GzhvU6TFw76,Tritonal,big room,63,200678,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,4
spotify:track:6ZMispBwuCuGnQcGbDplUw,spotify:track:6ZMispBwuCuGnQcGbDplUw,Thing Called Love - Mat Zo Remix,sad,spotify:artist:10gzBoINW3cLJfZUka8Zoe,Above & Beyond,edm,68,625356,0.721,0.677,6,-7.436,1,0.0736,0.0284,0.76,0.091,0.727,128.015,4
spotify:track:3OjsIFbvVKSzChggXzMM8M,spotify:track:3OjsIFbvVKSzChggXzMM8M,Bad At Being Alone,sad,spotify:artist:7FZKXzbyCoai0fEh65kZKp,Codeko,gaming edm,47,18090,0.467,0.737,4,-4.782,1,0.0305,0.0772,0.0,0.366,0.128,149.998,4
spotify:track:2CnJNz05lmjgcdJJzOZSOQ,spotify:track:2CnJNz05lmjgcdJJzOZSOQ,Everlong (Seth Vogt Remix),sad,spotify:artist:7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,neo mellow,74,2622117,0.593,0.817,11,-7.142,0,0.0302,0.0547,0.0266,0.234,0.198,124.957,4
spotify:track:5kNxGADCvh8c1Yiarvojnl,spotify:track:5kNxGADCvh8c1Yiarvojnl,History Of Us,sad,spotify:artist:0pCGA9tdtbWwo1pKIs0CFx,Different Heaven,gaming edm,56,161773,0.668,0.815,9,-3.998,1,0.131,0.335,1.39e-06,0.302,0.222,110.016,4
spotify:track:0PjDVyVAkT8vfWD0pVmpPx,spotify:track:0PjDVyVAkT8vfWD0pVmpPx,Hard To Say Goodbye (feat. Chloe Angelides),sad,spotify:artist:0Y0QSi6lz1bPik5Ffjr8sd,Ekali,canadian electronic,57,121107,0.546,0.764,5,-4.641,1,0.053,0.0803,8.84e-06,0.0971,0.355,152.994,4
spotify:track:7hQqneQFiXJQOvz6ppQs2y,spotify:track:7hQqneQFiXJQOvz6ppQs2y,Hide and Seek - Don Diablo Edit,sad,spotify:artist:06MSAITCPRhtuJMD4UL96s,Danny Olson,pop edm,47,5054,0.369,0.452,6,-8.166,0,0.0464,0.397,0.0,0.0929,0.167,123.997,4
spotify:track:46EA3tB2G4GrOMhDie094Q,spotify:track:46EA3tB2G4GrOMhDie094Q,Known You Before (with Emilie Brandt),sad,spotify:artist:6CCTvLyIHqUhY6VQizt150,Jason Ross,dubstep,55,34086,0.412,0.671,7,-6.545,0,0.0563,0.0137,3.35e-06,0.192,0.112,128.174,4
spotify:track:5Wg6cZxFJ1xkaWGNUUuIOc,spotify:track:5Wg6cZxFJ1xkaWGNUUuIOc,4AM,sad,spotify:artist:4FcZfItjVIsfO9TynErl7X,Jubël,pop dance,69,32657,0.567,0.698,5,-6.281,1,0.0389,0.583,0.00607,0.111,0.425,108.108,3
spotify:track:2wwSQbfTJUqNqDch31XUpW,spotify:track:2wwSQbfTJUqNqDch31XUpW,Hurts Sometimes (with Jonathan Mendelsohn),sad,spotify:artist:20DZAfCuP1TKZl5KcY7z3Q,SLANDER,dubstep,71,239530,0.249,0.732,1,-6.455,1,0.104,0.182,0.0,0.117,0.328,169.896,4
spotify:track:1GCVlnLKCz2ruuUAMxEOJO,spotify:track:1GCVlnLKCz2ruuUAMxEOJO,The Way We Were,sad,spotify:artist:04vdWVjgi45nrMAxeCEVQe,Bear Grillz,brostep,52,116804,0.557,0.684,0,-4.695,1,0.0542,0.512,0.0,0.157,0.125,139.857,4
spotify:track:7hzXlxuimQvYSpr5XOSOFK,spotify:track:7hzXlxuimQvYSpr5XOSOFK,I Miss You (feat. Julia Michaels) - Kryder Remix,sad,spotify:artist:6MDME20pz9RveH9rEXvrOM,Clean Bandit,dance pop,80,4095013,0.792,0.744,10,-5.696,0,0.0666,0.00167,0.11,0.0752,0.587,124.002,4
spotify:track:3cBbeY7DCckx8eEQ70AM5y,spotify:track:3cBbeY7DCckx8eEQ70AM5y,Every Piece Of Me (with Echos),sad,spotify:artist:45eNHdiiabvmbp4erw26rg,ILLENIUM,edm,78,993653,0.343,0.321,7,-9.53,0,0.0357,0.514,0.000505,0.232,0.44,119.096,5
spotify:track:3ShXxpDlExYyFNQunQyUOG,spotify:track:3ShXxpDlExYyFNQunQyUOG,Feel Better,sad,spotify:artist:5Nngx6kSXmrSiL248sEwmT,Calippo,deep groove house,52,32810,0.677,0.802,11,-5.388,1,0.107,0.0845,0.0186,0.223,0.688,123.008,4
