"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"","track_uri","track_name","mood","artist_uri","artist_name","genre","popularity","followers","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"spotify:track:6ZRV97HiATguBSrYyLN4pi","spotify:track:6ZRV97HiATguBSrYyLN4pi","feeling good today","happy","spotify:artist:6KdH5WA9Z7g3SbOuWfqmfK","FLOYD WONDER","na","45","3325","0.836","0.922","6","-3.082","1","0.0524","0.112","0.0","0.32","0.969","119.977","4"
"spotify:track:6gUsH0j7tYy2VXDErONDZE","spotify:track:6gUsH0j7tYy2VXDErONDZE","The City (feat. Quinn XCII) - Party Pupils Remix","happy","spotify:artist:7wg1qvie3KqDNQbAkTdbX0","Louis The Child","edm","71","391020","0.826","0.559","0","-6.019","1","0.213","0.0509","0.0","0.0811","0.811","114.036","4"
"spotify:track:6GGODyP2LIdbxIfYxy5UbN","spotify:track:6GGODyP2LIdbxIfYxy5UbN","Don’t Doubt ur Vibe","happy","spotify:artist:2WUTOhBxG2HjyKYFJrcSPB","Elon “EDM” Musk","chill pop","33","18094","0.539","0.912","0","-7.828","1","0.0319","0.0069","0.717","0.239","0.247","123.996","4"
"spotify:track:7DQ5CZjAQdhgDgdnSXxJ7Z","spotify:track:7DQ5CZjAQdhgDgdnSXxJ7Z","Solid Gold","happy","spotify:artist:6n28c9qs9hNGriNa72b26u","PNAU","alternative dance","63","144091","0.567","0.946","5","-2.245","0","0.0541","0.0978","1.37e-06","0.0836","0.295","104.983","4"
"spotify:track:4DMtJWCPt4JmPFS94eubcL","spotify:track:4DMtJWCPt4JmPFS94eubcL","Baby (Tell Me)","happy","spotify:artist:3MttWEEoyq7W9MjHEBaKhG","Clément Leroux","new french touch","48","3017","0.679","0.593","5","-7.614","1","0.0504","0.0697","0.0","0.229","0.494","120.04","4"
"spotify:track:2FVm4ADgYRIQWlpYKDPdl9","spotify:track:2FVm4ADgYRIQWlpYKDPdl9","Winnebago (feat. Quinn XCII & Daniel Wilson)","happy","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh","Gryffin","dance pop","76","621164","0.654","0.886","4","-2.808","1","0.0417","0.106","9.17e-06","0.161","0.704","147.959","4"
"spotify:track:1b0e8KK2tIgMkT2tub9M93","spotify:track:1b0e8KK2tIgMkT2tub9M93","Haven't You Heard - Fitzy's Half Charged Mix","happy","spotify:artist:40JyDxGqtYSowWYT2jaive","Alan Fitzpatrick","disco house","54","108025","0.828","0.903","6","-5.241","0","0.0935","0.00339","0.693","0.256","0.96","130.007","4"
"spotify:track:5hct3OPZEhHKqvGyRqq2TA","spotify:track:5hct3OPZEhHKqvGyRqq2TA","Airwolf Six","happy","spotify:artist:7nmucrDZXxIQNGLwCqPQpO","Posij","dutch dnb","36","8852","0.796","0.769","1","-1.632","1","0.0356","0.000305","0.776","0.0906","0.408","123.987","4"
"spotify:track:225vG9vU7QrnjJARJXnSpd","spotify:track:225vG9vU7QrnjJARJXnSpd","James Brown","happy","spotify:artist:2zJ8chFLjiBHRNchfevMRI","SNBRN","bass house","61","83043","0.68","0.823","1","-4.455","1","0.148","0.0808","0.000239","0.0794","0.643","111.042","4"
"spotify:track:2pYuTXL9WWDLbhxxOUai5Y","spotify:track:2pYuTXL9WWDLbhxxOUai5Y","I Need Your Help","happy","spotify:artist:3CvncNwuUuYrEibiDhp7rk","Arturo Macchiavelli","na","32","109","0.733","0.897","11","-6.432","0","0.0836","0.002","0.189","0.0534","0.635","124.006","4"
"spotify:track:1LMdGzqmGVKwOpLKM3lVEk","spotify:track:1LMdGzqmGVKwOpLKM3lVEk","Smiley Face","happy","spotify:artist:0q8J3Yj810t5cpAYEJ7gxt","Duck Sauce","disco house","56","91286","0.792","0.832","0","-4.127","1","0.0624","0.0124","0.651","0.912","0.71","123.992","4"
"spotify:track:2nEdgiHdguBvGmES5Pv4Ca","spotify:track:2nEdgiHdguBvGmES5Pv4Ca","Remember","happy","spotify:artist:6IbEdXQyS4jMvheGTgKtSr","J Lisk","na","49","6817","0.882","0.376","6","-15.256","1","0.05","0.217","0.86","0.104","0.4","123.984","4"
"spotify:track:0cknshtbPrUKRSZTkBNbRT","spotify:track:0cknshtbPrUKRSZTkBNbRT","Anthem","happy","spotify:artist:1r5lkGxVUvzfpxk4iuSYmX","Holly T","na","39","4002","0.576","0.962","1","-3.534","0","0.0779","0.00282","0.0","0.277","0.7","123.951","4"
"spotify:track:4NygofUM6dOKStHFHZQdtb","spotify:track:4NygofUM6dOKStHFHZQdtb","Lost & In Love (with The Griswolds)","happy","spotify:artist:7ymczLNmjz6AVMGApVNWbB","Vincent","edm","54","28724","0.664","0.87","2","-3.651","1","0.0605","0.0661","0.0","0.305","0.579","126.036","4"
"spotify:track:2M7NfIlPjyGyepWVu3KVnY","spotify:track:2M7NfIlPjyGyepWVu3KVnY","Crocodile Tears (feat. Jens Hult)","happy","spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j","BUNT.","deep tropical house","58","30351","0.639","0.83","5","-3.322","1","0.0353","0.118","0.0","0.0996","0.766","100.019","4"
"spotify:track:3bnkaXJ2x43eJfAu79gCOM","spotify:track:3bnkaXJ2x43eJfAu79gCOM","Salvation","happy","spotify:artist:1ilcpQQeF5mmvfO682aDgJ","House Gospel Choir","cedm","43","8908","0.534","0.961","4","-5.713","0","0.0525","0.000847","0.771","0.294","0.24","126.984","4"
"spotify:track:63ZtaTHM7Cu3JEca5xrWi3","spotify:track:63ZtaTHM7Cu3JEca5xrWi3","Favorite Sound","happy","spotify:artist:4xnMDfgEmXZEEDdITKcGuE","Audien","big room","60","150778","0.631","0.722","1","-3.031","1","0.0324","0.311","0.0","0.153","0.443","105.045","3"
"spotify:track:2pNtIGopqr4wFDhpc9uAMC","spotify:track:2pNtIGopqr4wFDhpc9uAMC","NYP2","happy","spotify:artist:240wlM8vDrf6S4zCyzGj2W","CamelPhat","deep tech house","70","225792","0.642","0.942","10","-5.463","1","0.0771","0.00395","0.878","0.314","0.182","124.004","4"
"spotify:track:2nHBfIdQ4ndFNaWilLdBUN","spotify:track:2nHBfIdQ4ndFNaWilLdBUN","Ecstasy (Over & Over)","happy","spotify:artist:6HabM2PUM519iIxervGWSb","Prospa","house","53","14499","0.757","0.82","10","-4.999","1","0.0406","0.00426","0.421","0.173","0.656","128.012","4"
"spotify:track:5doEbu0OO4YLpW7T3Vo2fr","spotify:track:5doEbu0OO4YLpW7T3Vo2fr","Wild Slide","happy","spotify:artist:7GXiq6QQjWFEgHjd3TRaCt","Jules Gaia","electro swing","45","8837","0.753","0.963","9","-5.419","0","0.0304","0.0404","0.71","0.181","0.405","128.013","4"
"spotify:track:2ViZ3nBhQN7lphvseCP0KA","spotify:track:2ViZ3nBhQN7lphvseCP0KA","Housology","happy","spotify:artist:2GVtgxcx7jg5xVCZsIHSGN","Dombresky","bass house","55","63925","0.554","0.979","9","-5.504","0","0.0433","0.00889","0.924","0.101","0.77","126.027","4"
"spotify:track:3hrN93f0xTIsejwDB3avn6","spotify:track:3hrN93f0xTIsejwDB3avn6","Life Is A Dancefloor (feat. Kimberly Davis)","happy","spotify:artist:60FV7KyxIH9FH1uq7u8inP","The Shapeshifters","deep house","55","47934","0.757","0.789","9","-5.14","0","0.0922","0.0358","1.82e-05","0.0447","0.896","121.009","4"
"spotify:track:6b56B8Ew3d0WDnd4Vq01Gh","spotify:track:6b56B8Ew3d0WDnd4Vq01Gh","Don't Wanna Dance","happy","spotify:artist:1Na1sVrGWKwAigaW7a6hi5","Boston Bun","pop edm","52","20697","0.797","0.827","5","-5.607","1","0.0418","0.0334","0.101","0.288","0.68","121.979","4"
"spotify:track:0NFjqDNm7MyB7PtjouP5Z1","spotify:track:0NFjqDNm7MyB7PtjouP5Z1","San Pellegrino","happy","spotify:artist:5qDEpgWy2vZpWvdZddb63V","Wizman","na","34","268","0.943","0.409","0","-9.556","1","0.15","0.32","0.777","0.105","0.18","122.011","4"
"spotify:track:5iqlyXZPcfCtKxG5vqgu3Y","spotify:track:5iqlyXZPcfCtKxG5vqgu3Y","Summertime","happy","spotify:artist:0kgsfMP7coSEX8bwUQVivr","Lee Wilson","boston electronic","42","702","0.748","0.75","2","-7.115","1","0.052","0.000183","0.0626","0.046","0.734","121.98","4"
"spotify:track:3C4fzUgIP3ahkhOBdP38GM","spotify:track:3C4fzUgIP3ahkhOBdP38GM","Heaven Can Wait - The Aston Shuffle Remix","happy","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","australian dance","89","18049620","0.622","0.859","5","-7.626","1","0.0636","0.000609","0.746","0.0909","0.442","121.968","4"
"spotify:track:6h9XmCrNkH443BrgNFWpzn","spotify:track:6h9XmCrNkH443BrgNFWpzn","Don't Call Me Baby - Mousse T. Remix - Edit","happy","spotify:artist:6otgz5gkB40UnWFwTy0VDh","Madison Avenue","disco house","51","13162","0.746","0.895","5","-7.379","0","0.0431","0.215","0.00322","0.0962","0.701","125.013","4"
"spotify:track:0C3QADQBYFjcSeU8bY7Oex","spotify:track:0C3QADQBYFjcSeU8bY7Oex","Simple Hit","happy","spotify:artist:2GVtgxcx7jg5xVCZsIHSGN","Dombresky","bass house","55","63925","0.631","0.951","5","-6.203","1","0.0439","0.108","0.836","0.173","0.703","124.007","4"
"spotify:track:75wP09efeYdo6B644E33vf","spotify:track:75wP09efeYdo6B644E33vf","Better On My Own (feat. Anabel Englund)","happy","spotify:artist:5EehXjjMktLuJmbRsM7YfB","Disciples","deep groove house","66","201895","0.802","0.78","8","-6.003","1","0.0481","0.025","0.457","0.0431","0.853","120.008","4"
"spotify:track:0iorfThvp0sgwOB1qcZDk3","spotify:track:0iorfThvp0sgwOB1qcZDk3","Bad Boy (feat. bbno$) - Low Steppa Remix","happy","spotify:artist:30FDJPN3RtwJZ20g5YGCRX","Yung Bae","future funk","63","127183","0.827","0.786","6","-6.969","0","0.0931","0.032","9.16e-05","0.0795","0.745","124.008","4"
"spotify:track:1BHyi5tS67s00jDSlGQXg4","spotify:track:1BHyi5tS67s00jDSlGQXg4","Always","happy","spotify:artist:0D9AnJzAnYyu1kfJFQDY5d","Waze & Odyssey","uk house","47","21808","0.7","0.914","8","-6.43","0","0.106","0.0109","0.00296","0.0849","0.913","125.07","4"
"spotify:track:6gGDLMfulzBWB05ZlH7TOa","spotify:track:6gGDLMfulzBWB05ZlH7TOa","Rescue Me (feat. Alex Newell)","happy","spotify:artist:2zqGxhU7ZiUGK2S6JQ5qhK","David Solomon","na","48","19","0.71","0.915","2","-2.804","1","0.0974","0.00055","0.000836","0.338","0.532","125.063","4"
"spotify:track:7DGGa4uHnoQeYHSeCWrPOa","spotify:track:7DGGa4uHnoQeYHSeCWrPOa","Never Knew (L.O.V.E.)","happy","spotify:artist:0470FSE19wkoZe4R06GW9i","Jodie Harsh","na","38","1634","0.824","0.972","8","-4.045","0","0.0495","0.0384","0.0819","0.502","0.759","125.978","4"
"spotify:track:2kEvC6w9wRf96llW9sJrRU","spotify:track:2kEvC6w9wRf96llW9sJrRU","Antibodies","happy","spotify:artist:75nC6MXUalYZSOd7OfNkwq","Tensnake","alternative dance","57","67744","0.776","0.814","0","-5.86","0","0.0737","0.0336","0.0","0.109","0.831","118.032","4"
"spotify:track:1ne8QlKoWgE7XqpFcXP3uw","spotify:track:1ne8QlKoWgE7XqpFcXP3uw","Trust The Process - Boston Bun Remix","happy","spotify:artist:2GVtgxcx7jg5xVCZsIHSGN","Dombresky","bass house","55","63925","0.613","0.982","0","-6.074","1","0.0543","0.0142","0.049","0.228","0.832","126.001","4"
"spotify:track:26VNWta4v0Dr5wWoFD386M","spotify:track:26VNWta4v0Dr5wWoFD386M","Good Things - Disco Edit","happy","spotify:artist:4Wjf8diP59VmPG7fi4y724","Cedric Gervais","big room","67","90852","0.643","0.872","0","-2.635","1","0.0511","0.000822","0.0","0.311","0.483","122.0","4"
"spotify:track:0pYaRdxW5PbUzzcwM1ExzE","spotify:track:0pYaRdxW5PbUzzcwM1ExzE","Don't Talk To Me (feat. Riton & Faangs) (feat. Riton) - Fresh Mode Remix","happy","spotify:artist:1UmSNiqXtkwAXtzdejWypd","N.F.I","pop dance","45","561","0.659","0.897","9","-5.53","0","0.0895","0.0124","1.77e-06","0.212","0.541","124.017","4"
"spotify:track:4RdWrVJOIkgEtgrBNRFSqX","spotify:track:4RdWrVJOIkgEtgrBNRFSqX","Thinking of You - Danny Trexin Remix","happy","spotify:artist:1fa0cOhromAZdq2xRA4vv8","Simply Red","british soul","70","1428590","0.718","0.832","0","-5.155","1","0.0402","0.032","0.000163","0.303","0.732","120.826","4"
"spotify:track:29MOOOmMRPeWyPwKQFoF5t","spotify:track:29MOOOmMRPeWyPwKQFoF5t","I Feel Love","happy","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","dance pop","89","14711808","0.719","0.708","0","-7.418","1","0.0417","0.00645","0.201","0.064","0.256","126.015","4"
"spotify:track:4g8k9cKU6G7Bke5PQOvpg4","spotify:track:4g8k9cKU6G7Bke5PQOvpg4","I'll Live On","happy","spotify:artist:06cLuOP0p7VAnBnqil1eWX","Swanky Tunes","big room","52","93674","0.547","0.892","0","-1.591","1","0.0742","0.074","1.87e-05","0.307","0.747","122.073","4"
"spotify:track:7mnwkU7FlpI3FuSQPmduXf","spotify:track:7mnwkU7FlpI3FuSQPmduXf","Luminous","happy","spotify:artist:1NfT4THLhxNASM4xVImfNg","AIKA","future bass","42","12529","0.654","0.942","3","-2.917","1","0.057","0.0123","0.328","0.109","0.401","150.032","4"
"spotify:track:1KrlP4LxckHjLp7faoUw26","spotify:track:1KrlP4LxckHjLp7faoUw26","Whatever You Want (GOLDHOUSE Remix)","happy","spotify:artist:7yNfjZY3QJpm4cUj1i0fWD","Kaptan","hopebeat","47","9282","0.674","0.663","11","-8.386","0","0.0391","0.00772","1.37e-05","0.287","0.16","124.028","4"
"spotify:track:1jMzC6YdAsmQFoS5M1s8iF","spotify:track:1jMzC6YdAsmQFoS5M1s8iF","Praise You 2009","happy","spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW","Fatboy Slim","big beat","66","901576","0.632","0.88","3","-6.263","0","0.0381","0.00494","0.0131","0.0634","0.552","126.054","4"
"spotify:track:6ochX6LCngK8MZCTUVh3mf","spotify:track:6ochX6LCngK8MZCTUVh3mf","Are You Gonna Rock","happy","spotify:artist:5X83BYTRaFGSoKLknnIpWz","Me & My Toothbrush","deep tropical house","47","28185","0.755","0.919","0","-4.311","1","0.0523","0.00676","0.0132","0.285","0.966","122.976","4"
"spotify:track:6YeUmDm2HojqOQjJM2MGzJ","spotify:track:6YeUmDm2HojqOQjJM2MGzJ","Never Felt A Love Like This (feat. Dotan) - Raven & Kreyn Remix","happy","spotify:artist:4sTQVOfp9vEMCemLw50sbu","Galantis","big room","75","3003507","0.687","0.881","4","-5.325","1","0.0428","0.000486","0.00609","0.214","0.276","126.094","4"
"spotify:track:7GAOQ8MtrE35VOIwf49l3k","spotify:track:7GAOQ8MtrE35VOIwf49l3k","Adrian","happy","spotify:artist:7n64REXJrgAZTNmbCZo4RJ","The Mary Nixons","na","31","2622","0.695","0.869","3","-3.844","1","0.0637","0.0439","9.94e-05","0.167","0.32","112.949","4"
"spotify:track:42EBu48K2ndPhG87qdOws6","spotify:track:42EBu48K2ndPhG87qdOws6","Troubles - Richard Earnshaw Revision","happy","spotify:artist:6FgtU463qtDrvUsL5b3Ael","Peter Brown","french tech house","32","777","0.913","0.646","3","-7.532","1","0.126","0.00112","0.0839","0.0617","0.776","123.025","4"
"spotify:track:5x5SYDpamwxXJG675ArNMr","spotify:track:5x5SYDpamwxXJG675ArNMr","Orphans - Muzi Remix","happy","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","permanent wave","88","28212618","0.821","0.827","9","-6.672","1","0.0617","0.0789","0.085","0.103","0.624","112.964","4"
"spotify:track:2mlCdElMlDuDmR8KfEuqcx","spotify:track:2mlCdElMlDuDmR8KfEuqcx","West Coast Tears (feat. Gary Go)","happy","spotify:artist:4F61H4lx1js4wtWfb2Rfnt","Party Pupils","pop edm","60","38132","0.667","0.818","7","-5.298","0","0.085","0.0156","0.0","0.132","0.186","125.886","4"
"spotify:track:4yABgjYvA9NoqZk3pqyfcC","spotify:track:4yABgjYvA9NoqZk3pqyfcC","Happy","happy","spotify:artist:6sGrfJG1mfpEByYAxAnKqS","Costa","boston electronic","38","336","0.684","0.884","2","-6.651","1","0.0619","0.0152","0.231","0.594","0.326","126.038","4"
"spotify:track:17fPLuA4TttWwfNcf833J1","spotify:track:17fPLuA4TttWwfNcf833J1","Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up]","happy","spotify:artist:6MDME20pz9RveH9rEXvrOM","Clean Bandit","dance pop","80","4095013","0.598","0.833","2","-6.333","1","0.0497","0.0172","0.0","0.544","0.464","125.004","4"
"spotify:track:05iALOptaNoV3EmXnxz1IJ","spotify:track:05iALOptaNoV3EmXnxz1IJ","Alchemy","happy","spotify:artist:59Yq0xrABEihHANsfo9QMT","Blanke","dark clubbing","55","21357","0.547","0.92","1","-2.982","1","0.0629","0.0585","0.542","0.109","0.0685","174.004","4"
"spotify:track:7g2NG8b3ibkIYtGGhfIfTJ","spotify:track:7g2NG8b3ibkIYtGGhfIfTJ","Have Fun","happy","spotify:artist:1DX1cbeKQkRJClf4TMmXIn","Groove Delight","brazilian edm","57","125073","0.776","0.819","6","-4.844","1","0.0334","0.00123","0.297","0.292","0.763","120.013","4"
"spotify:track:6NqiasBrPLutxWZaGKPEuf","spotify:track:6NqiasBrPLutxWZaGKPEuf","Energy - Mell Hall Remix","happy","spotify:artist:4C825UjHAWCMvdZwbtpwDT","Stace Cadet","australian house","55","3561","0.619","0.901","5","-5.814","0","0.0384","0.00454","0.373","0.303","0.612","119.026","4"
"spotify:track:4CL7IheP2ryGEcMVOoAOUZ","spotify:track:4CL7IheP2ryGEcMVOoAOUZ","Modern Romance","happy","spotify:artist:5tYqFEuFELxnJZgGmmsfSh","Catz 'n Dogz","deep disco house","47","32099","0.677","0.934","7","-6.244","0","0.0402","0.00105","0.867","0.0427","0.866","128.002","4"
"spotify:track:61bUwAYTGluUHZhhlUCA9f","spotify:track:61bUwAYTGluUHZhhlUCA9f","I Miss You","happy","spotify:artist:0e7jcv95x5MTycydtfg6wv","Embody","deep tropical house","52","12560","0.702","0.828","0","-3.068","1","0.0312","0.0163","7.61e-06","0.0732","0.862","105.024","4"
"spotify:track:30oRPNefnSnXEBL2aOifIS","spotify:track:30oRPNefnSnXEBL2aOifIS","Break 4 Love - Rob Made Disco Edit","happy","spotify:artist:1zZ0EgH5ZZ6ruxh0oViZc0","Raze","na","36","222","0.674","0.862","5","-6.431","0","0.0344","0.00123","0.0643","0.298","0.806","123.004","4"
"spotify:track:5EOLXVT47Ardn1lRWndbF4","spotify:track:5EOLXVT47Ardn1lRWndbF4","Most Precious Love","happy","spotify:artist:1ilcpQQeF5mmvfO682aDgJ","House Gospel Choir","cedm","43","8908","0.646","0.796","0","-6.88","1","0.0384","0.000816","0.000154","0.211","0.71","123.999","4"
"spotify:track:3ylER3O8efY7RdeZHZuexW","spotify:track:3ylER3O8efY7RdeZHZuexW","I'll Take You There - Director's Cut Classic Signature Radio Version","happy","spotify:artist:63yl9nDNrHpiAYGlNJxxjc","Frankie Knuckles","acid house","54","84781","0.688","0.865","5","-8.77","0","0.0341","0.0111","0.491","0.226","0.439","125.01","4"
"spotify:track:1rp6cR6sTSxBylag9Z1d2m","spotify:track:1rp6cR6sTSxBylag9Z1d2m","Shivohum","happy","spotify:artist:521qvhdobR0GzhvU6TFw76","Tritonal","big room","63","200678","0.493","0.867","5","-4.436","0","0.044","0.00839","0.000123","0.213","0.0515","128.093","4"
"spotify:track:5kSh4hhyGRjLitIuNq0Agk","spotify:track:5kSh4hhyGRjLitIuNq0Agk","You (à la)","happy","spotify:artist:6kG0WKHsAOfWp5IsizmQxR","SACHI","nz electronic","48","13012","0.668","0.693","1","-7.386","1","0.0811","0.0268","0.000204","0.242","0.478","126.077","4"
"spotify:track:0m3DyjpzLPa3LCurw5A9IR","spotify:track:0m3DyjpzLPa3LCurw5A9IR","We Are Young","happy","spotify:artist:56BMviGiJkpclgY1dCJmcK","Soundwaves","na","42","693","0.748","0.846","1","-4.32","0","0.0911","0.208","0.00215","0.0877","0.465","125.965","4"
"spotify:track:4LGqyXwp86r2CuIOnVOMvj","spotify:track:4LGqyXwp86r2CuIOnVOMvj","The Coconut Nut - Malibu Remix","happy","spotify:artist:5R3Hr2cnCCjt220Jmt2xLf","Dillon Francis","big room","68","1021027","0.708","0.872","0","-2.766","1","0.23","0.0186","0.000355","0.385","0.475","156.057","4"
"spotify:track:7K4V4qFRcEdagT2QfN8Xnr","spotify:track:7K4V4qFRcEdagT2QfN8Xnr","Ain't Right","happy","spotify:artist:6STjC3QJTieuM5WHHtkGuh","Raven & Kreyn","deep big room","52","32486","0.649","0.816","1","-3.811","1","0.0696","0.00305","4.78e-06","0.308","0.802","125.998","4"
"spotify:track:2fEhiGQmN5tJhgR4bYyACr","spotify:track:2fEhiGQmN5tJhgR4bYyACr","Makin' You Happy","happy","spotify:artist:3jdM7NH5aNT80wONZtwsLw","Joey Chicago","na","29","1814","0.828","0.879","10","-3.851","0","0.289","0.017","0.075","0.354","0.563","122.989","4"
"spotify:track:23FHa9lYnG6Dr8OzombPkS","spotify:track:23FHa9lYnG6Dr8OzombPkS","Roots","happy","spotify:artist:6eVWXmKBW7Iltub01D9R1c","Valerie Broussard","modern alternative pop","64","32152","0.683","0.785","7","-4.879","1","0.037","0.0643","1.34e-05","0.177","0.581","122.997","4"
"spotify:track:1LLm4XXXV0FErcxPDw9Vt7","spotify:track:1LLm4XXXV0FErcxPDw9Vt7","Alive","happy","spotify:artist:1L9i6qZYIGQedgM9QLSyzb","Klingande","deep house","64","434257","0.679","0.73","4","-4.727","1","0.0498","0.0967","7.44e-06","0.468","0.587","123.96","4"
"spotify:track:2snrOdLWdQeUaV2Fp4cb2Q","spotify:track:2snrOdLWdQeUaV2Fp4cb2Q","Dance With Me - Lil Tal Radio Edit","happy","spotify:artist:4BqZuFqHJ8CLn3ig0f1m0G","Paul Johnson","chicago house","42","11948","0.75","0.765","1","-7.163","1","0.227","0.000863","0.0158","0.829","0.492","124.953","4"
"spotify:track:26LrcfQvosoKyUiLV0057Q","spotify:track:26LrcfQvosoKyUiLV0057Q","Dance and Chant","happy","spotify:artist:4KkHjCe8ouh8C2P9LPoD4F","Yolanda Be Cool","australian dance","56","33555","0.788","0.864","11","-4.173","0","0.0496","0.000961","0.609","0.103","0.825","123.998","4"
"spotify:track:1xNknVNOolLB4oQeEtNBX2","spotify:track:1xNknVNOolLB4oQeEtNBX2","Hello Hello Hello","happy","spotify:artist:0NB5HROxc8dDBXpkIi1v3d","Remi Wolf","alternative r&b","67","83876","0.736","0.669","1","-8.305","1","0.136","0.107","0.0","0.224","0.797","86.531","4"
"spotify:track:6QTPacyXkZWG9FMwq6L1hJ","spotify:track:6QTPacyXkZWG9FMwq6L1hJ","Love You For A Long Time","happy","spotify:artist:4NZvixzsSefsNiIqXn0NDe","Maggie Rogers","indie pop","70","701590","0.707","0.67","9","-6.137","1","0.0323","0.164","0.00283","0.109","0.822","112.993","4"
"spotify:track:3akpDdQJUVckqG4r1bmR25","spotify:track:3akpDdQJUVckqG4r1bmR25","My Love","happy","spotify:artist:1mSJCvDX0W7Dn7S9C6vmvI","Anna of the North","electropop","66","151085","0.674","0.698","5","-6.371","1","0.0288","0.636","0.000176","0.172","0.45","105.975","4"
"spotify:track:518miTxc3a15X7HB8FgJUW","spotify:track:518miTxc3a15X7HB8FgJUW","Learn To Fly","happy","spotify:artist:4ETSs924pXMzjIeD6E9b4u","Surfaces","bedroom soul","76","630564","0.569","0.536","1","-6.137","1","0.0819","0.554","0.0","0.0655","0.656","173.695","4"
"spotify:track:2iRniYXjMHKmwXqA2jYXP7","spotify:track:2iRniYXjMHKmwXqA2jYXP7","Think About Things","happy","spotify:artist:3Hb64DQZIhDCgyHKrzBXOL","Daði Freyr","icelandic pop","61","69808","0.871","0.341","3","-8.932","0","0.0576","0.0311","0.000124","0.0838","0.612","127.001","4"
"spotify:track:0CZ8lquoTX2Dkg7Ak2inwA","spotify:track:0CZ8lquoTX2Dkg7Ak2inwA","1950","happy","spotify:artist:6beUvFUlKliUYJdLOXNj9C","King Princess","dance pop","70","976786","0.6","0.535","4","-7.043","1","0.107","0.648","4.7e-06","0.162","0.269","71.912","4"
"spotify:track:4ja2gzrNh9VNigzoXfmbwD","spotify:track:4ja2gzrNh9VNigzoXfmbwD","Mariposa","happy","spotify:artist:0imE3buPhAowREqCrr4CYe","Peach Tree Rascals","alternative r&b","69","136348","0.676","0.525","9","-5.88","1","0.028","0.617","0.0","0.356","0.421","112.011","4"
"spotify:track:3838GU9hh6VrvDi1f8jaU9","spotify:track:3838GU9hh6VrvDi1f8jaU9","Broke Boy","happy","spotify:artist:7yVXoYjAE7rrkQ28aGBgUo","Malia Civetz","la pop","50","7973","0.796","0.694","8","-3.979","1","0.234","0.164","0.0","0.0703","0.847","98.005","4"
"spotify:track:1ggjVroSMZK4UQOy0QSCsq","spotify:track:1ggjVroSMZK4UQOy0QSCsq","Monster","happy","spotify:artist:7Il2FrLyoQt0JlyhJRDL1c","Mark Diamond","indie anthem-folk","52","48909","0.686","0.834","1","-4.16","0","0.0356","0.012","1.43e-06","0.0838","0.562","124.033","4"
"spotify:track:49dFIRQCQxPWgoH0m38XQ5","spotify:track:49dFIRQCQxPWgoH0m38XQ5","Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album","happy","spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot","Lennon Stella","canadian pop","75","273666","0.696","0.686","5","-6.113","0","0.0309","0.262","0.0","0.174","0.7","115.982","4"
"spotify:track:2VvHa9p1kkTmaCMq0exODA","spotify:track:2VvHa9p1kkTmaCMq0exODA","Tangerine Skies","happy","spotify:artist:6bh228LGC3eAzbplPWV02r","Declan J Donovan","indie anthem-folk","64","77962","0.756","0.815","6","-5.122","1","0.046","0.0578","2e-05","0.387","0.927","120.002","4"
"spotify:track:43rA71bccXFGD4C8GOpIlN","spotify:track:43rA71bccXFGD4C8GOpIlN","I Forgot That You Existed","happy","spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","pop","97","34651840","0.664","0.316","5","-10.345","1","0.519","0.298","2.03e-06","0.0812","0.541","92.875","4"
"spotify:track:6YQlCOZnlFmqeciAh58fDE","spotify:track:6YQlCOZnlFmqeciAh58fDE","Orphans","happy","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","permanent wave","88","28212618","0.503","0.808","11","-5.051","0","0.0451","0.0258","0.00149","0.557","0.282","107.973","4"
"spotify:track:3U2imIBWN0BnTS516Lhjfr","spotify:track:3U2imIBWN0BnTS516Lhjfr","Sunday Smile","happy","spotify:artist:4YYFbWfMM8Gr55Hddzkcrl","Jake Troth","na","48","2466","0.686","0.654","11","-6.73","1","0.0472","0.541","0.0","0.111","0.395","124.647","4"
"spotify:track:1mMvahhW2Oz9waG8UTQnI4","spotify:track:1mMvahhW2Oz9waG8UTQnI4","Never Felt A Love Like This (with Hook N Sling) [feat. Dotan]","happy","spotify:artist:4sTQVOfp9vEMCemLw50sbu","Galantis","big room","75","3003507","0.58","0.804","9","-4.618","1","0.0279","0.0304","0.00359","0.105","0.137","126.005","4"
